gene,n.sh_sgRNAs.raw,n.sh_sgRNAs.passFilter.3VS1.A375_VS_plasmid,B.3VS1.A375_VS_plasmid,z.3VS1.A375_VS_plasmid,pval.3VS1.A375_VS_plasmid,FDR.3VS1.A375_VS_plasmid,B.sd.3VS1.A375_VS_plasmid
TMEM259,4,4,0.042418894355946875,0.15145831271227073,0.8796141930515547,0.9717131229772321,0.26841536645891523
ANKRD37,4,4,0.04242447081976226,0.17716973173120842,0.8593750701105648,0.9684731563851534,0.22940573761301397
SIKE1,4,4,0.04262390762343477,0.07949203068886594,0.936641270144525,0.9851047450909398,0.514271974674141
ITGA7,4,4,0.04268627812070982,0.22189465159194735,0.8243958941659978,0.9612542023871476,0.18415043517054888
EPB41L5,4,4,0.04269305699143282,0.09427542298186041,0.924890372566749,0.982518003159012,0.4342823570297501
CCDC182,4,4,0.042696759221563414,0.08870219706939765,0.9293185864119147,0.9834936625325164,0.46162966971494906
ANO4,4,4,0.04280039098820477,0.07281179152070784,0.941955887588247,0.9862826163840345,0.5638049908173534
SERAC1,4,4,0.04280217561246143,0.11445547040281452,0.9088767438289438,0.9784498713714077,0.3585593939142481
GPX6,4,4,0.042850385885681776,0.13094180764102334,0.8958213416701555,0.9759180041772351,0.3137110595194431
APOBEC3B,4,4,0.04294634284301286,0.08300223869811847,0.9338497595347197,0.9845074895335982,0.4962362872636779
RAP1A,4,4,0.0430236720786438,0.13746377824455586,0.8906642216801561,0.974806694001611,0.3000120515951584
SOX17,4,4,0.04308061545516454,0.08904373533627499,0.9290471523704982,0.9834936625325164,0.4639920414299194
SLC26A2,4,4,0.04312434835827237,0.11467983085909,0.9086989010829561,0.9784498713714077,0.36055068166929233
TMEM132A,4,4,0.04319964738331235,0.0567738090301096,0.9547253776429694,0.9900529620145446,0.7298864869406908
ZNF467,4,4,0.04324031350407097,0.12553084698262776,0.9001033058190622,0.9767962357505161,0.33023164656864024
C11orf44,4,4,0.04328162395919196,0.0657103882198779,0.9476084016870499,0.9882678562934313,0.6317881355361096
GCH1,4,4,0.043375603650448104,0.08613672783193363,0.9313577275214907,0.9840107156092279,0.48294650774838577
CCDC60,4,4,0.043814701787448104,0.07681925252548137,0.9387673346941121,0.9854460213479876,0.54704249451114
ABTB2,4,4,0.043858437871040344,0.20638482361424793,0.8364903246535778,0.9634711085394619,0.20348645875836102
DHRS2,4,4,0.043868346343057356,0.09349585552628534,0.9255096420851917,0.9828584911192073,0.4499612993522464
FLRT2,4,4,0.04389915032584107,0.0794733529726856,0.9366561258063961,0.9851047450909398,0.5297827622644273
TMSB15A,4,4,0.04397105971334605,0.0837018835862234,0.9332934595177047,0.9843636837163797,0.5038271651349707
TP53I3,4,4,0.04409786209979015,0.11217751799166692,0.910682654685494,0.9793438124685674,0.3769237698144046
SOSTDC1,4,4,0.04414618878102673,0.13703942066365157,0.8909996358480292,0.9749065574888194,0.3087944328995409
SRI,4,4,0.04423993823337865,0.1241161507699526,0.901223310572776,0.9771195761493784,0.3417223403270306
WFS1,4,4,0.04434155839749482,0.10229557782332384,0.918522065281691,0.9813165390988885,0.41565879347941836
WDR53,4,4,0.044366743399446205,0.07519168648389606,0.940062198855212,0.9855342757492572,0.5659314111276906
PDIK1L,4,4,0.04438536972588403,0.1335376033471741,0.8937682273893275,0.9757123237483768,0.3186224591422181
ZNF12,4,4,0.04471973206086698,0.1174778829906126,0.9064813694886704,0.9784498713714077,0.36497348467776003
PTPN9,4,4,0.044785020660709524,0.12711237572786105,0.8988514565045909,0.9766687317637136,0.33776723287620447
CEACAM16,4,4,0.04485928614457125,0.09483380518406485,0.92444683521214,0.9824271538176054,0.45362873649948576
PRR30,4,4,0.04487994786997658,0.11971939769862736,0.9047054337362432,0.9782783046778472,0.3594146305845214
CFAP36,4,4,0.04488034851818729,0.09087487666988117,0.9275920130886206,0.983200207750821,0.47362869496973614
ARMC2,4,4,0.04502179342776268,0.09299403785678496,0.9259082977992874,0.9828584911192073,0.4642861805312351
PGPEP1L,4,4,0.045133510877679,0.11239194043817245,0.9105126454378469,0.9792646848502227,0.38503909995971536
ADGRF1,4,4,0.045169577658408934,0.09586118547834421,0.9236308220629741,0.9822361680749073,0.4518671978662486
ABR,4,4,0.04523952470204825,0.07692927661152978,0.9386798071856415,0.9854460213479876,0.5640236800664159
CHM,4,4,0.04526365458015951,0.18524854288069662,0.8530340962132757,0.9670737495663401,0.23405365333535275
OR8D2,4,4,0.04531949347637687,0.10249533016611992,0.9183635193177764,0.9813165390988885,0.4239972657624768
FBXO10,4,4,0.045381844610498365,0.1336379723444787,0.893688855904849,0.9757123237483768,0.32553063703143453
RIMS2,4,4,0.04541707858837977,0.08944307815953975,0.9287297892204008,0.9834936625325164,0.486970978673221
SYCE2,4,4,0.04543377264176625,0.06434749684180728,0.9486935347790109,0.98849936547403,0.6772554806129089
KIF4B,4,4,0.04546731954223508,0.09584901499768558,0.9236404881922615,0.9822361680749073,0.4549035482847993
GJA1,4,4,0.04547660616631592,0.12284927826539016,0.9022264513543001,0.977321941418588,0.3549021726371358
RIMBP3C,4,4,0.04549299393364433,0.1516532937125103,0.8794603971845453,0.9717131229772321,0.287496572540686
SAPCD2,4,4,0.04553002571081168,0.07752800696344059,0.9382035119837914,0.9853896342416054,0.5632593862371862
POPDC3,4,4,0.045562168264960276,0.08849407133613985,0.9294839962422881,0.9835692404041,0.49376931844211164
NUPR1,4,4,0.045692194324736174,0.07208614605199881,0.9425333513899687,0.9863302562925028,0.6079601884609152
WDR41,4,4,0.04579366599813423,0.14126064113496137,0.8876640415920933,0.9736778736465628,0.3107300348425666
ZNF777,4,4,0.04583060060701824,0.10351038987617824,0.9175579038611623,0.9808508037181791,0.42457032923963306
ANKS3,4,4,0.04583781305478429,0.10979754762581516,0.9125699359976427,0.979774187654612,0.4002978913017638
SLC23A2,4,4,0.04584712482337822,0.0758361787005305,0.9395494325485296,0.9855342757492572,0.579842243234205
SERGEF,4,4,0.04590950310727481,0.08266663212134341,0.934116617737691,0.9845167960507822,0.5326299249870258
GPIHBP1,4,4,0.04599494063342729,0.10043482001654674,0.9199991271353064,0.9813170509853657,0.4391530925453907
GNRH2,4,4,0.04614145572514108,0.0853426468452443,0.9319889879044316,0.9840464475351809,0.5185249874900818
TMEM94,4,4,0.04624235062729143,0.12707929809935203,0.8988776363315145,0.9766687317637136,0.348849279774685
P2RX4,4,4,0.046450075885562304,0.12466345875851059,0.900789987352081,0.9769505208114581,0.35721671783708125
ASB4,4,4,0.046540387979497604,0.14463006806332743,0.8850029559497411,0.9733606569839682,0.3084265355444334
ZNF606,4,4,0.04654444518931176,0.10717123482435535,0.914653135257292,0.9800413867478155,0.41644026742708756
APBA3,4,4,0.04657315555624151,0.14133624787626625,0.887604315351078,0.9736778736465628,0.3158498589344276
GIP,4,4,0.04669938136614159,0.1987930458681965,0.8424246360215235,0.9647689890027789,0.22497263659205213
ERGIC2,4,4,0.04674340652699568,0.05182561251688598,0.9586676471335049,0.9914286744054684,0.8651859902284375
NXF2,4,4,0.046784776558888914,0.10113491649668152,0.9194433607772473,0.9813170509853657,0.4435993426130526
ZBED2,4,4,0.046990976362088724,0.10478912225463312,0.9165431417091733,0.9806322977997434,0.4300026598173
MBD3,4,4,0.047095739489570194,0.09446673691292314,0.9247384043509503,0.982518003159012,0.47809635162462094
STXBP6,4,4,0.04710357142908062,0.13164222779994172,0.8952672832059072,0.9758719654173958,0.34301133673544326
DUSP15,4,4,0.04718647044084443,0.19457900702949604,0.845722538888106,0.9657390021153867,0.2322594590112891
CYP51A1,4,4,0.04726192671966192,0.13068422070759597,0.8960251153348203,0.9759180041772351,0.34669134528303036
C1orf137,4,4,0.04729904710701087,0.12985089499823668,0.8966843953635116,0.9759868364796581,0.3491936851460782
SULT1A1,4,4,0.04734001522259169,0.1291067743807255,0.8972731616939131,0.9763496691975952,0.35151351992158936
GMPPA,4,4,0.0474985752922353,0.12487878106131643,0.900619517115204,0.9768686441349232,0.3646493227161032
OR52K2,4,4,0.04755586050726863,0.1409426927666097,0.8879152148091576,0.9736778736465628,0.32341653003704524
PSG6,4,4,0.04770631053646858,0.1078464203764497,0.9141175194644405,0.9800413867478155,0.4241606510240804
TRUB1,4,4,0.04774585955898843,0.13959302730011794,0.8889815500869662,0.9740371684712328,0.32785367885207045
EML2,4,4,0.04774872197628588,0.15773966505277817,0.8746619435548295,0.970876963422366,0.29008437777024193
CDH18,4,4,0.04778667744972465,0.09264015671531392,0.9261894404610499,0.9828584911192073,0.494682900723321
PPM1A,4,4,0.04792847139365668,0.13692162709222336,0.891092743885546,0.9749065574888194,0.33553970002244005
SP2,4,4,0.04796838187043231,0.14003611147074907,0.8886314586615488,0.973986844277484,0.32833765756785616
PRKAB2,4,4,0.048063999881411835,0.13928316654708123,0.8892263913671954,0.9741937417288321,0.3307737397704623
CTSD,4,4,0.04813910767639295,0.08481101124702006,0.9324116393743138,0.984271496890717,0.5443673288059746
CASP9,4,4,0.048150026634588394,0.15709184364696505,0.8751724656001714,0.970876963422366,0.2937313837890039
SOX30,4,4,0.04817837976686996,0.09843177589646265,0.9215894436701,0.9818791184767129,0.46936940296069013
ZNF404,4,4,0.04820973304919724,0.14234784462164082,0.8868052567228997,0.9735241734799694,0.3246211786520615
SHROOM2,4,4,0.048267406330303145,0.10103203160955743,0.9195250327159281,0.9813170509853657,0.45812367271815124
OXGR1,4,4,0.04830112633911953,0.10135881825759932,0.9192656263295405,0.9813170509853657,0.456964324590326
ARGFX,4,4,0.048346658019304344,0.10589329287776166,0.9156670156559618,0.9803463852919784,0.4377905412131253
TRPC6,4,4,0.048489817676235523,0.16028161687395848,0.8726592392644293,0.970876963422366,0.28990430958525065
OPRM1,4,4,0.04851948895943332,0.11061930219161915,0.91191824049013,0.9795151922270346,0.4205656974077242
FAM163B,4,4,0.04854029871542788,0.13196941032537493,0.8950084871162678,0.9758437004166789,0.3525959808281782
AFF1,4,4,0.048553544689738604,0.13020224372905181,0.8964064194540702,0.97594083573666,0.3574864949348461
PCDHGB7,4,4,0.048642292530032986,0.10357917307263352,0.9175033162276955,0.9808508037181791,0.45031805100508737
RFLNA,4,4,0.048717145919987034,0.09016388311613148,0.9281569844887938,0.9834172872406627,0.518176059065912
ZKSCAN3,4,4,0.04874940919008451,0.1425782232439581,0.8866232970788306,0.9734673519190888,0.32772374229937223
CHSY3,4,4,0.048793769921173416,0.11833137345308725,0.9058050996038192,0.9782783046778472,0.395347322751592
WDCP,4,4,0.04899715555668401,0.15806264618803384,0.8744074345615596,0.970876963422366,0.2970592953914482
PCDHB14,4,4,0.049206215520758476,0.16969600041550606,0.8652492196582096,0.9695453745892076,0.277827978732325
BRICD5,4,4,0.04937620022587627,0.15757972258271763,0.8747879829534126,0.970876963422366,0.3002768246595937
DEFB116,4,4,0.04937643026972941,0.1553107868800806,0.8765763121018848,0.970876963422366,0.30467464164612185
NEUROD2,4,4,0.04940615097892778,0.15839365669732117,0.8741466119064749,0.970876963422366,0.29891157453357897
MCEE,4,4,0.04945348550549521,0.17676773041656663,0.859690837247597,0.9685485015994952,0.26802422445093316
ZNF507,4,4,0.04966339289106753,0.1674390112661004,0.8670246318725878,0.970469647067415,0.2841987123846501
SDF4,4,4,0.04968995081130115,0.15551705375882163,0.8764137105468712,0.970876963422366,0.3062016625249852
FAM209A,4,4,0.04972359666409901,0.1419504907956104,0.8871191121890883,0.973661442780233,0.33575372912004076
ZNF783,4,4,0.04976333446991507,0.12041610062691291,0.904153537748603,0.9781729293655003,0.39621380502601894
KCNK13,4,4,0.04976631777334795,0.21260786464650375,0.8316328365912539,0.9621354168146852,0.22411232096783953
KCNQ1,4,4,0.049778673021637555,0.0796560459190201,0.9365108185907026,0.9851047450909398,0.5993593058167395
FRRS1L,4,4,0.049842032981487004,0.15129528742141832,0.8797427865849435,0.9717131229772321,0.315727527766258
BARHL2,4,4,0.04987380764701427,0.07590854330088825,0.9394918599016677,0.9855342757492572,0.6301672714163201
C9orf72,4,4,0.04991108750531526,0.1005008234390248,0.9199467291390098,0.9813170509853657,0.47623065126151876
TMEM47,4,4,0.04993122987872174,0.10446586147518179,0.9167996586096457,0.9806800915047101,0.4583234304187045
RAB17,4,4,0.04999531113914213,0.1933076149765694,0.8467180629186974,0.9657390021153867,0.2477089932301891
GUCA1A,4,4,0.050013566921386754,0.08717722323504075,0.930530643643133,0.9837508817938604,0.5502032758296752
ZBTB44,4,4,0.05004796168538884,0.09617989675732123,0.9233776968492056,0.9822361680749073,0.4990091210016913
XKR8,4,4,0.05007703699015794,0.09857917670344471,0.9214724040586917,0.9818791184767129,0.48713662224559584
ADAMTS19,4,4,0.05007933400104419,0.04379452944714802,0.9650681877710672,0.992458759771022,1.0969507193317827
EPS15,4,4,0.05017212432544805,0.11516745632359317,0.908312393094679,0.9784498713714077,0.41769700621431627
ZNF451,4,4,0.05032949544386697,0.09598204385574337,0.9235348336396274,0.9822361680749073,0.5028514599173699
PIP5K1C,4,4,0.05045975993578508,0.11484769907440377,0.9085658407676133,0.9784498713714077,0.42126264852193124
NSDHL,4,4,0.05054115269802783,0.09614004866245905,0.9234093443718954,0.9822361680749073,0.5041355799670357
HNRNPH2,4,4,0.050661938483891285,0.09678496155142097,0.9228971668053659,0.9822361680749073,0.5019703383395151
LMF2,4,4,0.05067094905741762,0.10679341754729177,0.9149528696476912,0.9800413867478155,0.45496628375557974
PIWIL2,4,4,0.050783654529899795,0.1431809065205848,0.8861473088330549,0.9734673519190888,0.33995955535939065
BRSK2,4,4,0.050895916270666315,0.09277864851015183,0.9260794138548905,0.9828584911192073,0.5260823628169168
SLC25A12,4,4,0.05095831145176048,0.1868679351319049,0.8517641803701743,0.9669043641631611,0.2612096207498076
SPINK2,4,4,0.05096416229169645,0.14914385282872927,0.8814401232776999,0.9723476153048677,0.3275021538164604
ANKRD24,4,4,0.05130679667995515,0.11538159047737247,0.9081426701716184,0.9784498713714077,0.4263498065946759
CCDC114,4,4,0.051315613096166154,0.04481183595237661,0.9642572908453854,0.992299345310883,1.0985086365438006
HIST1H1B,4,4,0.05142086818286586,0.11821196491145126,0.9058997098035011,0.9782783046778472,0.41705453638452755
HOXA5,4,4,0.0514231008493731,0.1486276593116748,0.8818474464398356,0.9725764710793178,0.33160130454250347
KBTBD7,4,4,0.05151742809620173,0.10742203791155996,0.9144541719387521,0.9800413867478155,0.4598570375527825
CFAP52,4,4,0.051529135992927175,0.14681174416859524,0.8832806146275545,0.9728753690444447,0.33640316014723287
COL4A1,4,4,0.051610628123646515,0.16617058742807508,0.8680227054494492,0.970469647067415,0.2976018058576807
GNG13,4,4,0.05170369873245711,0.11613383230782039,0.90754647591045,0.9784498713714077,0.4268616821235663
LOC102724957,4,4,0.051748506958171576,0.08742890989782769,0.9303305905805594,0.9837504811206976,0.5676495314862888
IL18RAP,4,4,0.051795574077729944,0.09366568549509019,0.9253747294099753,0.9828121362087608,0.5303075104980488
DNAAF3,4,4,0.05189881411872582,0.11161320424164226,0.9111301019739095,0.9794305326342303,0.4458472812975162
URGCP,4,4,0.05207274012492738,0.2914301728953891,0.770722340895672,0.9478746671614173,0.1707711803956435
C9orf152,4,4,0.0520979379582583,0.08538823247869756,0.9319527481165082,0.9840464475351809,0.585149536493716
ANGPTL4,4,4,0.052148801692108816,0.09617100179210519,0.9233847612570655,0.9822361680749073,0.5200039257388951
TESPA1,4,4,0.05231468722339137,0.14918638603004525,0.8814065621491377,0.9723476153048677,0.33608476205172744
TNKS,4,4,0.052319140416286325,0.21225086033067292,0.8319113297226267,0.9621354168146852,0.23600631983825296
PDIA2,4,4,0.05234748900346484,0.20769791022803424,0.8354648494952699,0.9630113124824068,0.24133110263560215
SPINK8,4,4,0.05238592275202012,0.17131843556369958,0.8639733852738563,0.969358342301516,0.2929728629711821
RHBDL3,4,4,0.05255590022656099,0.10202009413013416,0.9187407254910497,0.9813165390988885,0.49399178880438865
ADGRF3,4,4,0.052672848481349926,0.16100321863687156,0.8720908656099478,0.970876963422366,0.3134985875459377
RAB3IL1,4,4,0.052801049466265036,0.10050399335767328,0.9199442126511954,0.9813170509853657,0.5037895510324674
SYT12,4,4,0.05285547549177898,0.12210047997872675,0.9028194417563101,0.9777091047814809,0.4150203455399939
PYURF,4,4,0.05303894051430835,0.19122176011880868,0.8483518560612504,0.965779890397771,0.26566512153804045
ZNF77,4,4,0.053094560398178024,0.1427352098009606,0.8864993080165302,0.9734673519190888,0.3565412565947669
LAMA3,4,4,0.05310927454625911,0.0945554363341704,0.92466794782695,0.982518003159012,0.5386371015569046
TTC28,4,4,0.05323502329014847,0.12014650492044977,0.9043670935795615,0.9781729293655003,0.4248075757082235
CCDC185,4,4,0.053410389832293396,0.1358845747215455,0.8919125299502066,0.9749776357569745,0.3767761950165937
MARK4,4,4,0.05344614113983117,0.07422896891613777,0.9408281955673341,0.9858708050843391,0.6905923864837236
SPATA46,4,4,0.05348141286551788,0.12818778269598047,0.8980003682990326,0.9766687317637136,0.3999663817360632
SENP5,4,4,0.053516173538365325,0.13207360039556504,0.8949260767991293,0.9758437004166789,0.38843351267630866
ZNF90,4,4,0.053570155249512356,0.1415985181450819,0.8873971374878962,0.973661442780233,0.36262800361031344
ARRDC2,4,4,0.0538152909675597,0.18645895450006508,0.852084863922894,0.9670150614795576,0.2764612928267597
OR6Y1,4,4,0.053844430014521584,0.10005425357575372,0.9203012533725936,0.9814595388745888,0.516056074135987
TBC1D16,4,4,0.0538822377802796,0.1452174466083108,0.8845391915434284,0.973186597281231,0.3556344755757108
FOXR1,4,4,0.05388257748650235,0.158967021296295,0.8736948565792791,0.970876963422366,0.32481591106247515
DCT,4,4,0.0538886632365731,0.15264017889456055,0.8786820380770406,0.9713506516272687,0.3383473066258593
OR6X1,4,4,0.05396407424811761,0.09054118163264872,0.9278571701097789,0.9833173773036933,0.5715909789008539
HOXB1,4,4,0.053964547075109545,0.15307146360198792,0.8783419193904719,0.9712322305646566,0.33786711676498576
KIAA1755,4,4,0.05397405763531235,0.1151604704229715,0.9083179301963459,0.9784498713714077,0.44937645812272164
CNKSR3,4,4,0.0540976520496099,0.15314131605291548,0.8782868346333638,0.9712322305646566,0.33854566006429376
UBOX5,4,4,0.05411848291186216,0.15589004748476779,0.8761196903555795,0.970876963422366,0.332691703426472
ZFAND2B,4,4,0.05416466216127188,0.0949972891938598,0.9243169800941664,0.9823984007418006,0.5467837534347126
SPATS2L,4,4,0.0541880225684597,0.12375631698191714,0.9015082198408486,0.9771195761493784,0.4197829676319954
C11orf49,4,4,0.05421802171826782,0.13703177338860056,0.8910056804682203,0.9749065574888194,0.37926624299466477
TTC38,4,4,0.05428020207189478,0.06959291748346814,0.9445176743035556,0.9870185105823067,0.7481146993926411
BICRA,4,4,0.054305838958192666,0.11419653713919577,0.9090819969154689,0.9784498713714077,0.45595980053355684
PRRC2B,4,4,0.05433056048912711,0.16218545711286084,0.8711598117199693,0.970876963422366,0.3210023501427171
HS1BP3,4,4,0.054475501156848016,0.16530343163565583,0.8687051579243091,0.970469647067415,0.3157733750667778
MEGF11,4,4,0.05465683765028443,0.12247936607048733,0.9025193864418211,0.9775503248930367,0.4278352361344549
CR1L,4,4,0.05482449856767652,0.13038941062355383,0.896258344166025,0.9759180041772351,0.4030775104511202
KCNJ9,4,4,0.054983676202512946,0.13284631579344464,0.8943149242466236,0.9757516907478296,0.39676006057545266
PRSS56,4,4,0.055021555308310224,0.0872827322978373,0.9304467792635851,0.9837504811206976,0.6045643685869762
SAGE1,4,4,0.055025104721315894,0.20404033819490294,0.8383219766075236,0.9638383023880894,0.25824006066812777
MFAP4,4,4,0.05504268357835819,0.1158632849812706,0.9077608940119014,0.9784498713714077,0.45549046992066156
DENND2A,4,4,0.055077944061687575,0.21274785609547645,0.831523637356842,0.9621354168146852,0.2478682634466187
PPCDC,4,4,0.05513040144087293,0.14402047703766072,0.8854842998686014,0.9734673519190888,0.36690247936073545
NUDT16L1,4,4,0.055171382777922905,0.25980281940249084,0.795015876048748,0.9527969034498389,0.20311736683893766
PTPRA,4,4,0.055180742255818226,0.1822672023623244,0.8553730362462579,0.9674385964716685,0.29001526728918586
PIDD1,4,4,0.05525105506995554,0.12320326975534358,0.9019461364068595,0.977312307979698,0.42994200238969454
DEFB106B,2,2,0.055336170646575346,0.12839552922117736,0.8978359690394593,0.9766284717005967,0.38099361811568055
PKHD1,4,4,0.055417014557685294,0.2661806504229976,0.7901000843558292,0.9518933665180267,0.1991033619874765
FAP,4,4,0.055446011957717915,0.0926577438022237,0.9261754680930105,0.9828584911192073,0.573862537490459
BMP3,4,4,0.055502645303839054,0.14619735053611352,0.8837655970552608,0.9728753690444447,0.3638695164668999
ICAM3,4,4,0.055524652805207735,0.10762895333660208,0.9142900289526269,0.9800413867478155,0.4946726774048462
SLC4A2,4,4,0.05553022631513697,0.23754097602708907,0.8122371344123653,0.9573982923451864,0.2237086451436229
SLC41A2,4,4,0.05562863584015489,0.1418026229483506,0.8872359121947325,0.973661442780233,0.37601932666688737
DNAH14,4,4,0.055793435368285724,0.19357075587759065,0.8465119984819971,0.9657390021153867,0.2760595937501867
TMEM249,4,4,0.05581212766392357,0.11782308099222479,0.9062078409412306,0.9783850456933707,0.4541662555947463
BLOC1S6,4,4,0.055925848705154865,0.1051765724518463,0.9162357000757381,0.9805158418559676,0.5098763514880988
AFG1L,4,4,0.056064225087128446,0.1545227431079798,0.8771975801676739,0.970876963422366,0.3477093642170356
OR5J2,4,4,0.05619650196974837,0.1353562131540983,0.8923302422955072,0.9751075855681531,0.3979804440699033
ABHD14A,4,4,0.05627060713779126,0.1736632028692843,0.8621301578852474,0.9690932870688782,0.3104380961739712
DISP2,4,4,0.05628577622212718,0.08999492917255342,0.9282912444126059,0.9834936625325164,0.5998039528870139
POF1B,4,4,0.05650234366178796,0.10359429689912253,0.9174913137277736,0.9808508037181791,0.5230079792551365
SGIP1,4,4,0.056504572152248134,0.1153924625615073,0.9081340530597377,0.9784498713714077,0.4694980486926448
HARBI1,4,4,0.05657858303522771,0.18743079229441234,0.8513228816215578,0.9668201863481257,0.28914518712347254
PLA2G12A,4,4,0.05664244398394913,0.11652968615885888,0.9072327602041285,0.9784498713714077,0.46604509254914545
LYSMD2,4,4,0.05686303839419983,0.07406153853866203,0.940961418977527,0.9858708050843391,0.7364049056672907
ARRDC1,4,4,0.056865037815199845,0.15446111030259824,0.8772461726606358,0.970876963422366,0.352817015052833
C9orf172,4,4,0.05701048895642207,0.1242766772631674,0.9010962129763183,0.9771195761493784,0.4397962463697476
HBA2,4,4,0.05716468246382297,0.07356486455565436,0.9413566293785172,0.9860398630352541,0.7453120054688391
KRT12,4,4,0.05721117605030129,0.13709003646494158,0.8909596278620627,0.9749065574888194,0.40003360359211954
CAST,4,4,0.05732613132896609,0.1548411357720384,0.8769465606223978,0.970876963422366,0.3548030539368519
PYGL,4,4,0.057387401539774334,0.13315438285114373,0.8940712867195277,0.9757516907478296,0.41314566089394633
MUC22,4,4,0.05744509402012639,0.11103801158102064,0.911586204209335,0.9794337579994953,0.4960529245434292
PTAR1,4,4,0.057621120139028724,0.16570407741191331,0.8683898371094514,0.970469647067415,0.33319776158350917
GPR176,4,4,0.05779068620500705,0.13002189021242272,0.8965491078177346,0.97594083573666,0.4260881459581131
TRAF3IP1,4,4,0.05780911691401302,0.06594528958841192,0.9474213831556096,0.9882678562934313,0.8408410539774024
C16orf70,4,4,0.05792687766698033,0.08864868225148446,0.9293611175116298,0.9834936625325164,0.6266733096196971
FSD1L,4,4,0.05799290181606918,0.12390190249844986,0.9013929465814148,0.9771195761493784,0.44872994614405726
SCML1,4,4,0.05808055261780049,0.21763904281569227,0.8277103618096285,0.9620953702825942,0.25548270379543436
MBNL2,4,4,0.05814614746027384,0.08167660077667992,0.934903886052046,0.9848547282445961,0.6827782176257275
SLC1A6,4,4,0.05816128461331754,0.15768576867705775,0.8747044151384477,0.970876963422366,0.3534641103976263
CTPS2,4,4,0.05818165815542907,0.1362863016791718,0.8915949525192981,0.9749776357569745,0.40922262482423405
GGACT,4,4,0.05818536736277961,0.19203959071174775,0.8477111936371757,0.965779890397771,0.2901976851925642
ATP8A1,4,4,0.058456995222911555,0.14869183952632628,0.881796800768395,0.9725764710793178,0.3767962669407249
BCL2L10,4,4,0.05847416759412913,0.1881878273068567,0.850729414414025,0.9665805818314869,0.29762667264882736
SMURF2,4,4,0.05847732703864283,0.1428059231156826,0.8864434590616679,0.9734673519190888,0.39249287743532474
HTR6,4,4,0.05854910587227762,0.18856279615540975,0.8504354940192321,0.9665393450454818,0.2974136164494593
MCUR1,4,4,0.05865974586723472,0.10148189813964077,0.9191679265605794,0.9813170509853657,0.5542908222643632
FBXL21,4,4,0.058720758288101645,0.13678184801716728,0.8912032319596428,0.9749065574888194,0.4115156108020747
IQCF2,4,4,0.05887849338712345,0.19369674850263136,0.8464133379482711,0.9657390021153867,0.2911339813056549
OMP,4,4,0.05903649549668757,0.13741354626984742,0.8907039242423551,0.974806694001611,0.41182318358305203
KRTAP16-1,4,4,0.059038576548030464,0.16219696412132278,0.8711507504259809,0.970876963422366,0.3487940117726547
BRD1,4,4,0.05909971052357449,0.09279088714492456,0.9260696907804058,0.9828584911192073,0.6107997202904297
OR6C4,4,4,0.05911698756940551,0.1277408397880376,0.8983540693510139,0.9766687317637136,0.44366176017361103
MTA3,4,4,0.05922818868376665,0.12652131641860806,0.8993192765685403,0.97671010341066955,0.44878695729605156
UNC13C,4,4,0.05923787779730365,0.10724671067442049,0.9145932593323437,0.9800413867478155,0.5296369677170534
OOEP,4,4,0.059253665307766636,0.15747769105850248,0.8748683884731007,0.970876963422366,0.3605797101805148
RUBCN,4,4,0.05928931319833483,0.10041656951167562,0.920013615686013,0.9813170509853657,0.5661888314752416
FAM13A,4,4,0.05931581504127037,0.19808422195588615,0.8429791692979514,0.9648976441964154,0.28677799992129666
IDS,4,4,0.059343453641829476,0.2409448403612601,0.8095978681100179,0.9567670522973065,0.23567605081538068
S100G,4,4,0.05935407844183846,0.19827217082937107,0.8428321239066503,0.9648784005279774,0.286690019061119
GORASP1,4,4,0.059579428401895076,0.13140418083503957,0.895455581514691,0.9758719654173958,0.4346485376946028
UBE2R2,4,4,0.05972393344434483,0.1758938025395774,0.8603773743013043,0.9687892776560914,0.32529992800457097
GPR119,4,4,0.05978265598042351,0.11912599375135782,0.9051755373393497,0.9782783046778472,0.4811487330651151
NEUROD6,4,4,0.05978587051150262,0.2488536506742792,0.8034739889537974,0.9544905518094787,0.22984743064060406
PRDM7,4,4,0.05979494442605276,0.14151548771988123,0.8874627257378824,0.973661442780233,0.40500286191566387
CPN2,4,4,0.059808110388902595,0.18725532275151296,0.8514604505953106,0.9668381173250222,0.30593701612173857
SYNGAP1,4,4,0.05984528642760793,0.13053207369459738,0.8961454800764701,0.9759180041772351,0.4395094452541712
TRPM1,4,4,0.05987936892643689,0.1415669623855586,0.8874220642481585,0.973661442780233,0.4054269523818231
KRT72,4,4,0.059884386460005226,0.15457303425178945,0.8771579300023956,0.970876963422366,0.3712808445315196
LCN2,4,4,0.05991721861151787,0.14256811744406458,0.8866312788041921,0.9734673519190888,0.4028292826978476
DERA,4,4,0.05999251707091951,0.15644699908496368,0.8756806933143126,0.970876963422366,0.36748635793200135
SH2D3C,4,4,0.06011690995838789,0.11985556724860257,0.9045975628594739,0.9782490222322691,0.4808899899709643
SYT4,4,4,0.06015458280717151,0.11681499834803542,0.9070066581628035,0.9784498713714077,0.4937320891066725
TMEM114,4,4,0.06019748182416646,0.15997398485159936,0.8729015673475355,0.970876963422366,0.36059417421752354
IGFBP3,4,4,0.060466097242448884,0.20891548218874376,0.8345142177991153,0.9627861183896657,0.2771284072162432
