gene,fdr,category
MED9,2.339178810966248e-5,1
NXF1,2.339178810966248e-5,1
RPL38,2.339178810966248e-5,1
CRCP,2.339178810966248e-5,1
TWISTNB,2.339178810966248e-5,1
MIS18A,2.339178810966248e-5,1
RPP30,2.339178810966248e-5,1
ARIH1,2.339178810966248e-5,1
CCNA2,2.339178810966248e-5,1
EIF3D,2.339178810966248e-5,1
E4F1,2.339178810966248e-5,1
URI1,2.339178810966248e-5,1
SKA2,2.339178810966248e-5,1
TPR,2.339178810966248e-5,1
RPAIN,2.339178810966248e-5,1
METTL3,2.339178810966248e-5,1
EXOSC3,2.339178810966248e-5,1
UVRAG,2.339178810966248e-5,1
NDUFA2,2.339178810966248e-5,1
CCT6A,2.339178810966248e-5,1
PPP1R7,2.339178810966248e-5,1
PSMB1,2.339178810966248e-5,1
SPC25,2.339178810966248e-5,1
GPN1,2.339178810966248e-5,1
COPB1,2.339178810966248e-5,1
NUDC,2.339178810966248e-5,1
ACTR10,2.339178810966248e-5,1
CWF19L2,2.339178810966248e-5,1
ANAPC2,2.339178810966248e-5,1
WDR3,2.339178810966248e-5,1
XRCC2,2.339178810966248e-5,1
SEC61A1,2.339178810966248e-5,1
MDN1,2.339178810966248e-5,1
POP1,2.339178810966248e-5,1
CEP152,2.339178810966248e-5,1
DGCR14,2.339178810966248e-5,1
NOL7,2.339178810966248e-5,1
WDR82,2.339178810966248e-5,1
NDC80,2.339178810966248e-5,1
DDX46,2.339178810966248e-5,1
SNRPF,2.339178810966248e-5,1
KARS,2.339178810966248e-5,1
CDK9,2.339178810966248e-5,1
UBL5,2.339178810966248e-5,1
LAMTOR2,2.339178810966248e-5,1
AURKB,2.339178810966248e-5,1
MRPS18A,2.339178810966248e-5,1
CCT3,2.339178810966248e-5,1
URB2,2.339178810966248e-5,1
TAF1,2.339178810966248e-5,1
RBM25,2.339178810966248e-5,1
RPL4,2.339178810966248e-5,1
PPP4C,2.339178810966248e-5,1
AFG3L2,2.339178810966248e-5,1
GPN3,2.339178810966248e-5,1
WRB,2.339178810966248e-5,1
PPP2R1A,2.339178810966248e-5,1
RPP38,2.339178810966248e-5,1
SMG6,2.339178810966248e-5,1
TCP1,2.339178810966248e-5,1
CCDC86,2.339178810966248e-5,1
SNRNP200,2.339178810966248e-5,1
MCM3AP,2.339178810966248e-5,1
UQCRC1,2.339178810966248e-5,1
ATP1A1,2.339178810966248e-5,1
MIS18BP1,2.339178810966248e-5,1
LTV1,2.339178810966248e-5,1
DCPS,2.339178810966248e-5,1
OGDH,2.339178810966248e-5,1
ZNF574,2.339178810966248e-5,1
EIF6,2.339178810966248e-5,1
CEP192,2.339178810966248e-5,1
PHB,2.339178810966248e-5,1
RAD51,2.339178810966248e-5,1
