gene,n.sh_sgRNAs.raw,n.sh_sgRNAs.passFilter.3VS1.A375_VS_plasmid,B.3VS1.A375_VS_plasmid,z.3VS1.A375_VS_plasmid,pval.3VS1.A375_VS_plasmid,FDR.3VS1.A375_VS_plasmid,B.sd.3VS1.A375_VS_plasmid
PTGS1,3,3,0.06288071066044632,0.20525653502366137,0.8373717010413537,0.9635106383336363,0.28712821730579285
ZFP3,3,3,0.06294255034149691,0.1513328682057013,0.879713142768985,0.9758071720113373,0.390341285261464
LGALS8,3,3,0.06296101654032488,0.2214004029010582,0.8247806787431703,0.9608966936001747,0.26640452403411785
HLA-DPB1,3,3,0.06302670461079984,0.20721540709687725,0.8358416353176683,0.9635106383336363,0.2850582970421756
GABRG1,3,3,0.06303514230648756,0.21165343685034957,0.8323774170366423,0.963432274568424,0.27908252106080267
LOC100134391,3,3,0.06304118706023512,0.20653757683211968,0.8363710153635858,0.9635106383336363,0.2860650940189806
PRR15L,3,3,0.06309451329372574,0.23273867122055003,0.815964338364747,0.9587432820169017,0.2538729410062225
IFNW1,3,3,0.06311257539758458,0.25103670769143743,0.8017857290414443,0.9550073558190605,0.23529118997682108
CYB5R1,3,3,0.06317126610737567,0.2076523756687948,0.8355004057380389,0.9635106383336363,0.2851073116086795
C1QB,3,3,0.06321800917859553,0.23584789154403715,0.8135507041351464,0.9584001831388622,0.25099111750907427
CHRNA7,3,3,0.06324768056640585,0.15259372923197062,0.8787186704325878,0.9753974077253705,0.38898228006064556
GNPDA2,3,3,0.06328277071692767,0.19607628503895352,0.8445504577583359,0.9650658987551347,0.3025705292770047
OTOS,3,3,0.06330795689785655,0.07372607057954936,0.9412283539141025,0.9897925822651876,0.8068545103620884
CARMIL3,3,3,0.06331654533438527,0.27031735832097586,0.7869161122753429,0.9522926111541338,0.219062312361134
ATP8B3,3,3,0.06332830447481858,0.4427204029541767,0.6579679828765779,0.929321173797385,0.13264221985666616
KIAA1210,3,3,0.06332845356421345,0.2707182472558263,0.7866077414248145,0.9522177607504135,0.2187757664717321
BBS7,3,3,0.06338880722175826,0.1787848738007133,0.8581066228747098,0.9686118121542389,0.33253922184970414
C6orf15,3,3,0.06341524484936162,0.2258670609716038,0.8213048173598579,0.9603276389166083,0.26298377113175236
GH1,3,3,0.06345216280195388,0.31301792899754766,0.7542670407684718,0.9469822879485758,0.18925667909784705
RNF212,3,3,0.06345984295871068,0.15489637649196394,0.876903010311482,0.9747120765075932,0.3844663730143343
WBSCR17,3,3,0.06346110446745887,0.1447049440964693,0.8849438354246709,0.977477853869626,0.4116391039894097
CCAR2,3,3,0.06355289402840879,0.14045602069607807,0.888299698362156,0.9782844708332539,0.42474056559273576
NAALADL1,3,3,0.06356347203080964,0.26332622948425854,0.792299144668815,0.953164670566831,0.22581365848240068
HSH2D,3,3,0.06358738864264524,0.23504344139063352,0.8141750161678207,0.9585272524009143,0.25332834473457405
CETN2,3,3,0.06359400107937256,0.26768309679500785,0.7889432619492187,0.9523343139974454,0.22220931719834663
ACTL7A,3,3,0.06360335921891144,0.1804195210589275,0.856823230195874,0.968030454010978,0.3306282414076029
OR4X2,3,3,0.0636430623954497,0.16013493161325298,0.872774784777934,0.9733666499104985,0.3729203009761053
TCN1,3,3,0.06367118615370665,0.2819720994159311,0.7779649040379257,0.9518053476260583,0.21108985253914034
MED13L,3,3,0.06378915641285743,0.06783866402891846,0.9459140651961686,0.9911934139490182,0.883593711785254
HOXD9,3,3,0.0637922894155261,0.19926459998604318,0.842055768973444,0.9642592208725774,0.300100243292997
MYLK2,3,3,0.06382464717637064,0.3270354825500526,0.7436410482714704,0.9448781014119275,0.18209460052816717
TBC1D32,3,3,0.06387792549634488,0.256399896698294,0.7976420676141652,0.9541155523685388,0.2331191968087421
ORM2,3,3,0.06398701938055963,0.14751922292070654,0.8827222080202781,0.9769184442618849,0.4071092062485319
MC4R,3,3,0.06406785048904524,0.3286046355002355,0.7424545438636941,0.9443733092850075,0.18190262521285605
NALCN,3,3,0.06410358861426468,0.25045792547608975,0.8022332385534676,0.9550623411261211,0.23954289486872615
GOSR1,3,3,0.06413277528190711,0.2617746707301485,0.7934951681135498,0.953164670566831,0.2291994942358658
CACUL1,3,3,0.06417016368785118,0.2690278579168206,0.7879082451693713,0.9522926111541338,0.2230905763796324
HHIPL2,3,3,0.0641842499395843,0.252058445745175,0.8009958886054178,0.9546080786318463,0.23830806455943215
PTRH2,3,3,0.06420710102320171,0.1924263980542673,0.847408216112911,0.9658818135163927,0.3128435842075491
AOC3,3,3,0.06421713264386092,0.24526720578627637,0.8062495423419818,0.9557920744832558,0.24508943856144938
MC5R,3,3,0.0642249528000438,0.2448023493893943,0.8066094747116468,0.9558729449489373,0.24558861976263285
SIKE1,3,3,0.06429262182225774,0.262634461635148,0.792832335674118,0.953164670566831,0.2290113960933448
LY6E,3,3,0.06429484585223388,0.15728079636673759,0.8750235541701021,0.9741499338266032,0.38360010642808534
CCDC106,3,3,0.06431653210490587,0.25440420122255547,0.7991833056115915,0.9541155523685388,0.23657786345950169
SLC9A3,3,3,0.0643759071617464,0.12773322234801274,0.8983600978052441,0.981761662524487,0.47320656876117234
CT45A1,3,3,0.0644924479442906,0.19728263142156321,0.8436063703678175,0.9645152875074726,0.3064586976078903
ULK2,3,3,0.06450067465223917,0.2332969417119468,0.8155308332553459,0.9587432820169017,0.2589051885377018
BEAN1,3,3,0.06456954254617492,0.28553449781785467,0.7752346785001787,0.9508555701771247,0.2113677795371534
PRKAR2A,3,3,0.06461398638220418,0.23279905031473444,0.8159174504060546,0.9587432820169017,0.25991889729770173
KRTAP10-8,3,3,0.06463165016447321,0.28423697966262335,0.7762287779464917,0.9514315375296926,0.21254779027789145
KCNK10,3,3,0.06470045445842205,0.14088175521821084,0.8879633556097521,0.9781121607958176,0.431099727390755
MARCKS,3,3,0.06478575369780436,0.2064082017924421,0.8364720646710453,0.9635106383336363,0.29416685331729364
KLHL23,3,3,0.06480999483710247,0.19655368844500282,0.8441768147943609,0.9649005270319948,0.3091159127368167
DCDC1,3,3,0.06482273633676318,0.1773754997163088,0.8592134505626428,0.968823847244646,0.34277558788837253
MINPP1,3,3,0.06486242054072705,0.30259616112617155,0.7621976403763572,0.9474603251558844,0.20021522117975976
ENO2,3,3,0.06486529059090688,0.2971330095846363,0.7663649637773782,0.9486884207705404,0.2039517997351496
NEK10,3,3,0.06489142046964215,0.29087583834606834,0.7711462809158675,0.9500437423531779,0.20847623416809596
CCDC168,3,3,0.06489710632362614,0.1851540211853692,0.8531082312520057,0.9672901839921153,0.32868779300088613
GGCX,3,3,0.06493995669692718,0.20720886265088034,0.8358467461228597,0.9635106383336363,0.29372091919083737
PTGES,3,3,0.06496081684791724,0.18236866389855622,0.8552934159924068,0.96784174948313,0.3340591905482529
RAB2A,3,3,0.06496356711222281,0.2472060751048762,0.8047487439371782,0.9552661020913125,0.2459773732793585
ADAM2,3,3,0.06498359108409035,0.19020630896285884,0.8491474675329536,0.9667368596924729,0.3203414741443059
GPIHBP1,3,3,0.06507114014398387,0.3138619249153998,0.7536259096528203,0.9469822879485758,0.19355653280452279
HCRTR1,3,3,0.06510180625808043,0.2770798913494594,0.7817187619431976,0.9518546875102823,0.21968527674057292
PIN4,3,3,0.06512066867482971,0.2638984295257797,0.791858185820018,0.953164670566831,0.23083926316358439
TBX5,3,3,0.0651488184856829,0.2582877247798743,0.7961848591490166,0.9539276908766954,0.23600359036822174
SCRIB,3,3,0.06516776093652889,0.20657420940753463,0.8363424037168906,0.9635106383336363,0.29566220280132216
ATP5G1,3,3,0.06519220119448445,0.2641192107231239,0.791688061328731,0.953164670566831,0.2308977912211019
LDHB,3,3,0.06525914829176833,0.17548183722140695,0.8607010411370739,0.9697872709937934,0.3488232862702231
ARMC4,3,3,0.06526708251128584,0.1811306689470245,0.8562650123908557,0.9679205768729747,0.3379386768428859
NMUR2,3,3,0.06527316041833948,0.3039192540787921,0.7611894085757323,0.9473900946945367,0.20059476661643724
ABCD1,3,3,0.06530289827258583,0.16781063456107967,0.8667322559751345,0.9711441524958102,0.3650802725622477
TWSG1,3,3,0.06534427854337915,0.25756100891197575,0.7967457249765149,0.9541155523685388,0.2373857071851775
PSG4,3,3,0.06536582493851578,0.2879827456275892,0.7733599464295018,0.9505439219427734,0.21213466697342037
SERHL2,3,3,0.06539988771206194,0.3062142556859514,0.7594415189542192,0.9473257768117479,0.19945851092010383
PRR23D1,3,3,0.06541105210926978,0.24594599379434134,0.8057240391863987,0.955597065958636,0.24895136855269287
MKKS,3,3,0.06546296426130674,0.22115700682227965,0.8249701839655025,0.9609499224384367,0.2772978323631743
SSTR2,3,3,0.06547158987578036,0.19336935334932548,0.8466697149395447,0.9654884851859471,0.31744109372258406
SMIM10,3,3,0.06547558348804666,0.22047131521643876,0.8255041099130528,0.9609499224384367,0.2782197169057428
ACAT1,3,3,0.06552189748168881,0.27363763287697923,0.7843631105347679,0.9521154935180473,0.22391369120787946
SBF2,3,3,0.065590132448873,0.24811071903582915,0.8040487422856639,0.9550623411261211,0.24743659488478104
UGT3A1,3,3,0.06568388868619998,0.3493115731827025,0.7268554108918186,0.9403280772788618,0.17526490766809816
TMEM68,3,3,0.06571239213218505,0.15677220822425703,0.8754243766013174,0.9742480383689321,0.3933337929018958
RGR,3,3,0.06572382494304148,0.1091217515309899,0.9131059226812679,0.9845558136374342,0.5656856686092877
TDRD12,3,3,0.06580218343562642,0.26134028090479594,0.793830105909046,0.953164670566831,0.23556026523268805
NEUROG1,3,3,0.06580353289831352,0.23437770832258584,0.8146917629101569,0.9585384718886902,0.2629076616323958
ANKS4B,3,3,0.06581755550402428,0.4323308271961771,0.6655009850042666,0.9301256838766113,0.14125834061005846
PPP1R32,3,3,0.06585732858489433,0.18485726597947233,0.8533409900408001,0.9672901839921153,0.33408907691662443
ZNF729,3,3,0.0658993931873425,0.3266154000986847,0.7439587942363763,0.9448781014119275,0.18825935119160184
SIGLEC9,3,3,0.06596305858911677,0.1936663641777103,0.8464371306580638,0.9653869459129378,0.3193309654063912
TOR2A,3,3,0.06596816622896785,0.2585418812577624,0.795988730724528,0.9538136474054993,0.23873461082616998
PRSS53,3,3,0.06607392993664904,0.33977790200754276,0.734023790537224,0.9417823610136522,0.18133526933387195
GPR180,3,3,0.06608200645519008,0.12288324294119769,0.9021995552453888,0.982975537925455,0.5049615823921113
PLEKHA3,3,3,0.06609708290512377,0.26830908947755566,0.7884614102633452,0.9523343139974454,0.2304113498663073
RNF187,3,3,0.06626249362986575,0.09708555390483807,0.9226584529776838,0.9863662654499957,0.6411377858876808
CCK,3,3,0.06631933390450148,0.20488378079012617,0.8376629274694793,0.9635106383336363,0.30338394870146496
SLC4A2,3,3,0.06632591991153663,0.1845711203606907,0.8535654393338008,0.9672901839921153,0.33699030251020423
SLC17A9,3,3,0.0663650368763072,0.2741312427249925,0.7839837649134498,0.9521154935180473,0.22638240614036176
TBC1D31,3,3,0.06637475747063677,0.25077194768172,0.8019904311812007,0.9550470061810233,0.24771652957984536
UCN3,3,3,0.0663991360929896,0.2114130778826462,0.832564952692186,0.963432274568424,0.2943126051229236
N4BP2L2,3,3,0.06640575790897366,0.24810191580349772,0.80405555335573,0.9550623411261211,0.25052247946407097
JAK3,3,3,0.06644408505364884,0.20264127157983827,0.8394154291258531,0.9635377848545527,0.3073377642701588
GUCY1B3,3,3,0.06647846411175104,0.24987014631641294,0.8026877708224704,0.9550623411261211,0.2490067884382766
CXorf57,3,3,0.06655284129328257,0.1482414363409989,0.8821522315833011,0.9768724163164453,0.4213647762468708
ZBTB47,3,3,0.06656985311255635,0.19889694477134606,0.8423433594889949,0.9643031197035793,0.3137488904995737
SLC38A8,3,3,0.06662021804133769,0.2046338913958247,0.8378581741820502,0.9635106383336363,0.3051346923771722
KRTAP8-1,3,3,0.06668660426569961,0.2523829518519934,0.800745076178179,0.9544897470427165,0.24727783180099577
MYBL1,3,3,0.06668795306623201,0.3124102992607085,0.7547287241274288,0.9469822879485758,0.19930009146360425
KIAA1161,3,3,0.06672194781516848,0.15048224264294346,0.8803841595245786,0.9761499558023636,0.41612574945385755
A1BG,3,3,0.06674204365849337,0.25331509334610297,0.8000247335867817,0.9541155523685388,0.2465646670079009
GLIS2,3,3,0.06679805035560547,0.2483627930781006,0.8038537186491257,0.9550623411261211,0.2517354829468304
BEND6,3,3,0.06684151190030309,0.2994288858500904,0.7646128248759028,0.9485474808341331,0.20853424270196957
RFX2,3,3,0.06696492397527715,0.2349045892310122,0.8142827875357876,0.9585315149517207,0.266943146031153
TMEM206,3,3,0.06698301881496536,0.23442531667076624,0.8146548062920725,0.9585384718886902,0.26756534858420583
MGAM2,3,3,0.0669890027145193,0.3206339407989246,0.7484878134971612,0.9465736027908428,0.19499458214728713
WFDC12,3,3,0.06700311664761517,0.282475370751478,0.7775790292325448,0.9517901738737374,0.22173610533841653
KRTAP9-1,3,3,0.06702298106499537,0.35663034606300237,0.7213685565097099,0.93999777570974,0.17510503326258992
CD164,3,3,0.0670775056824398,0.34382442247028605,0.7309783322508743,0.940867351693881,0.18188798557862684
KCTD4,3,3,0.06714775118149888,0.2252273904842447,0.8218023822775562,0.9603276389166083,0.27925896463429534
ANO7,3,3,0.06716972162575774,0.2253451518859289,0.8217107766915324,0.9603276389166083,0.2792033272166519
APPBP2,3,3,0.06729404871815015,0.3310559919387152,0.7406021923396768,0.9439468692813929,0.1896264618913694
LHFPL4,3,3,0.06733541324592733,0.22827145404274055,0.8194352151140251,0.9603276389166083,0.27627860358137346
FAM110A,3,3,0.06744866237668067,0.12054320515236369,0.9040528563807511,0.982975537925455,0.5254307640094146
CAPN3,3,3,0.06745063164357074,0.2791418939081844,0.7801359336969971,0.9518546875102823,0.2259120424371539
CEP41,3,3,0.06748593781941559,0.21414914999299095,0.8304307485632183,0.9625627342885147,0.29528419171536946
MLXIPL,3,3,0.06749637852702989,0.20127272430055473,0.8404853289856782,0.9638413074619651,0.31434001707044734
HIST2H2AA3,3,3,0.0675112586746118,0.23475220887097334,0.8144010629852614,0.9585315149517207,0.26929703185936127
CDRT1,3,3,0.06751499307502798,0.19483485892196267,0.8455222317294183,0.9653041222269406,0.32487355882626356
FAM135A,3,3,0.06753597605101039,0.31601068252744957,0.7519943998318794,0.9469822879485758,0.19950357013907613
KRTAP6-2,3,3,0.06754671403968435,0.2665426901643913,0.7898212861171845,0.9524019056305867,0.23704066432211093
IFNA14,3,3,0.06761478180553993,0.2534739239796885,0.7999020090022251,0.9541155523685388,0.2496309033790294
PADI3,3,3,0.06765269672282485,0.3305778785160494,0.7409633579858695,0.9441954901146169,0.1909169995582397
EIF1AY,3,3,0.06769325350221442,0.3265521580947455,0.7440066336027331,0.9448781014119275,0.19342200253118846
PTBP2,3,3,0.06778274623124862,0.3965875247262988,0.6916716535731231,0.9345308258872018,0.1589148454290156
SCNN1B,3,3,0.06784217247346787,0.28581919519864796,0.7750166055134426,0.9507974877541914,0.2218569903176228
POMK,3,3,0.06785599056094196,0.11599631586384182,0.9076554616014515,0.982975537925455,0.549365260697705
EXOC6,3,3,0.06787581237464599,0.16117267410771371,0.8719574026258968,0.9730443842949138,0.39515241891808817
DNAJC5G,3,3,0.0678990654889519,0.24855217263800283,0.8037072082601835,0.9550623411261211,0.25568814043250515
KRTAP19-2,3,3,0.06791488651544934,0.22538460752018058,0.8216800850351078,0.9603276389166083,0.28225097540872857
MDGA2,3,3,0.06793259850779303,0.2559274243692062,0.7980068780667167,0.9541155523685388,0.24837836723651277
SNAPC4,3,3,0.06799248389646995,0.2710341218269546,0.7863647886947807,0.952160231754978,0.23461168855586578
PPP2R3A,3,3,0.06803826724595852,0.34884845266864206,0.727203085678414,0.9403280772788618,0.18179221691180983
AVPR1A,3,3,0.06804168588004067,0.1891015408396263,0.8500132338595381,0.9667368596924729,0.3373859370404629
CCDC180,3,3,0.06807399470052783,0.2670366682631993,0.7894409286729739,0.9524019056305867,0.23844477248787904
SERPINF1,3,3,0.06818100961094288,0.20083987804140213,0.8408237800199998,0.9638413074619651,0.3182166051198011
MEGF11,3,3,0.06823377701166992,0.2421936908189755,0.8086300835461973,0.9566924443627809,0.2637514416668157
TBC1D9,3,3,0.06827449023595579,0.23402323577238265,0.814966939936412,0.95856490716875,0.2731963023031169
OR2S2,3,3,0.06848111067556781,0.23841780430003168,0.8115570596863455,0.9578596853476642,0.268933543175942
C16orf96,3,3,0.06848799220087232,0.24606455503800126,0.8056322606005781,0.955597065958636,0.26053540903004674
RPS4Y1,3,3,0.06854913541020662,0.2562077329835913,0.7977904378157482,0.9541155523685388,0.2503558785089571
GALNT5,3,3,0.06856032662864399,0.25871719063138643,0.795853454838934,0.9537120221652615,0.24794579099032513
PHACTR3,3,3,0.06856640066126247,0.3488172469304445,0.7272265145353096,0.9403280772788618,0.18322000934158114
GPRC5A,3,3,0.06864086676754641,0.301636949830541,0.7629288372801484,0.9477997953579252,0.21256073185791854
OTULIN,3,3,0.06867477021634277,0.17171942332716555,0.8636581150321949,0.9701947859195996,0.3751572091419869
SCAF4,3,3,0.0687003365056855,0.18544372332991615,0.8528810168405943,0.9672901839921153,0.3474040600138869
CD48,3,3,0.06871795966922117,0.27735693733069566,0.78150604399327706,0.9518546875102823,0.23165384837236508
GRAMD3,3,3,0.0687380449138097,0.25400197369109423,0.7994940333107917,0.9541155523685388,0.2532456557961131
FAM71E2,3,3,0.06885489187692827,0.2411003694545089,0.8094773264394085,0.9568726931244383,0.26736901787913697
GHRHR,3,3,0.0688983173954593,0.35114439410917797,0.7254800241282711,0.93999777570974,0.18286611035721118
ZSCAN16,3,3,0.068901259367548,0.13709615544345904,0.8909547912883352,0.9792522767108852,0.47180079503537237
PDE6H,3,3,0.06896110956177022,0.23400629927206876,0.8149800883125903,0.95856490716875,0.2759638919230314
OR5K1,3,3,0.06902294675511317,0.308687984817553,0.7575588844973464,0.9470989546990508,0.20879923560079297
SECISBP2L,3,3,0.06903865626228818,0.16998317600139776,0.8650233677011484,0.9706702652173644,0.3810129387407722
RTN4,3,3,0.06924494038107154,0.3858649189923652,0.6995967129332408,0.9347411397774593,0.16695159544795474
KRT36,3,3,0.069437266929476,0.24083806876217909,0.809680623261462,0.9568901229032036,0.26992644963431217
CFAP99,3,3,0.06944075502216741,0.18235474291186476,0.8553043401681066,0.96784174948313,0.3571245341280722
UBE4A,3,3,0.0694629840312486,0.2070015102336773,0.8360086790485811,0.9635106383336363,0.3144949786778953
AMY1B,3,3,0.06948623815477711,0.28179770693829803,0.7780986293083393,0.9518053476260583,0.23051270155462478
FXR1,3,3,0.06951354134825265,0.17263068596940548,0.862941730093907,0.9701292573060473,0.37772653044050664
PARD3B,3,3,0.06955197236153927,0.3014039724176304,0.7631064655259575,0.9477997953579252,0.21555074592987514
PFN3,3,3,0.06955439280387918,0.26871566797145513,0.7881484938203949,0.9523044766968617,0.24209284873746756
ZC4H2,3,3,0.06962005919556528,0.3644647458717988,0.7155109948090299,0.937616013749246,0.17791048326296996
OR14I1,3,3,0.06962749492620726,0.4028055057380659,0.6870913105120516,0.9335244078467997,0.16066435044062344
TRIM3,3,3,0.06964621009604352,0.18197595983483958,0.8556015921547759,0.9678436742425944,0.358930144884138
MTRNR2L6,3,3,0.06965249061784523,0.27236858633592154,0.7853386244051935,0.9521154935180473,0.2391500669106826
RFX1,3,3,0.06970236327859622,0.312203069791102,0.7548861992732091,0.9469822879485758,0.20844893911282078
TMEM116,3,3,0.06977337516532349,0.24719014591394656,0.8047610711411841,0.9552661020913125,0.264206349161589
AHSP,3,3,0.06977486015861867,0.25657516435319533,0.797506749287026,0.9541155523685388,0.2544642246664583
JAGN1,3,3,0.06985160898282665,0.4179631227889768,0.6759740797555649,0.9322837741707977,0.15520171252961343
EPHA6,3,3,0.06985526802592065,0.1814754217883375,0.8559944234072985,0.9679041831838167,0.3610050537576821
LOC284570,3,3,0.06986217068366403,0.16288965191431132,0.8706053185865094,0.9726691877415226,0.40241380924561393
TCF19,3,3,0.06992248944431159,0.28681679986321457,0.7742525987196118,0.9506360331037239,0.2278556759670762
IRF3,3,3,0.06993794189595416,0.27910888232851544,0.7801612667897542,0.9518546875102823,0.2342707818870851
TMEM150C,3,3,0.06994754297562594,0.40209587136046726,0.6876134711247317,0.9337209271387169,0.16169413319701592
PTGIR,3,3,0.07004009668234855,0.21725799580856384,0.8280072897422114,0.9618096847715477,0.30204656065139857
CUEDC1,3,3,0.07004084393619327,0.195710371208014,0.8448368663447348,0.9650658987551347,0.3355119933130085
TNNI2,3,3,0.07006610445974952,0.2794218867931379,0.7799210764910329,0.9518546875102823,0.23443433758375784
CDC14A,3,3,0.07006637209733046,0.2002181383156143,0.8413099820553992,0.963915243816112,0.328037179579914
GTPBP6,3,3,0.07008168073204203,0.21737622650774213,0.8279151567521899,0.9618096847715477,0.30206043572951785
ARG1,3,3,0.07016996742902822,0.3703224704814976,0.7111422330645543,0.9369127392906029,0.17642655444085031
DAPK3,3,3,0.07017538351558722,0.1706941122453937,0.8644642926325814,0.9702351603421844,0.3856668475861389
PKN3,3,3,0.07018552805226523,0.22656815236072392,0.8207595590347873,0.9603276389166083,0.2901531852589193
CEP57L1,3,3,0.07020591952463924,0.22687632884273726,0.8205199089764973,0.9603276389166083,0.2898404370378397
PLXDC2,3,3,0.07028323195808231,0.21181280955631102,0.8322530746789327,0.9634253356987731,0.3109372107910494
FBXO22,3,3,0.07029660285754726,0.18438538755342812,0.8537111323317013,0.9672901839921153,0.3575261128403669
SERTAD4,3,3,0.07032109914480374,0.2320755582004514,0.8164793283940592,0.9589699408322518,0.2837650404700712
PAX7,3,3,0.0703605716554808,0.2605595694361449,0.7944321717653617,0.9533993257142189,0.25264033056658175
ECE2,3,3,0.07036602126858478,0.31602319014321406,0.7519849062781332,0.9469822879485758,0.2078552790535636
ACER1,3,3,0.07039446155773132,0.30603972326999906,0.7595744010541672,0.9473900946945367,0.2148151396351967
LOC101928436,3,3,0.07040239132936466,0.3365483287296009,0.7364574136323364,0.9425253330972846,0.19509813931295514
ZNF483,3,3,0.07047806504838702,0.11723553635175973,0.9066734071373167,0.982975537925455,0.5645510390012729
SLC35E2,3,3,0.07049730282917532,0.32611978063815156,0.744333731663778,0.9448781014119275,0.20170511644555725
CYP1A2,3,3,0.07058101648762993,0.33843440145903964,0.7350358533602845,0.942084410576088,0.19448591919850017
FUNDC2,3,3,0.0706450800607187,0.21095997611360792,0.8329185029052018,0.9635106383336363,0.3138093595693273
DNAJC4,3,3,0.0706474683908514,0.4101145194761033,0.6817219422293411,0.9329816877211694,0.1600464393307963
AP1S1,3,3,0.07066323418436803,0.38376245609430865,0.7011545169835399,0.9352743632369631,0.17132381019641965
DTD1,3,3,0.07068648634101535,0.2678331763750896,0.7888277323088138,0.9523343139974454,0.24685200878708016
AQP4,3,3,0.07069497923691097,0.17603809670455792,0.8602640129328532,0.9695991719690499,0.37667974708913754
RGPD5,3,3,0.07074307697188138,0.29337993413941243,0.7692317612459645,0.9493772495382886,0.22531306990446895
IKBKE,3,3,0.07077157793239774,0.2587542906307616,0.7958248277479028,0.9537120221652615,0.25590565909289065
LAMP5,3,3,0.07077197408064713,0.2153296795296352,0.8295102914024477,0.9623689543968383,0.3079537036796015
WNT4,3,3,0.07080149806171324,0.2550612837606586,0.7986757664443085,0.9541155523685388,0.2597548075262777
OLFM3,3,3,0.0708547002061404,0.33617963805057877,0.7367354067347542,0.9425253330972846,0.196570297530277
