gene,n.sh_sgRNAs.raw,n.sh_sgRNAs.passFilter.3VS1.A375_VS_plasmid,B.3VS1.A375_VS_plasmid,z.3VS1.A375_VS_plasmid,pval.3VS1.A375_VS_plasmid,FDR.3VS1.A375_VS_plasmid,B.sd.3VS1.A375_VS_plasmid
SLC30A9,3,3,-2.0386207943041175,-2.4695672572337295,0.013527658626586465,0.3014069698385751,0.4836153149207105
NAA25,3,3,-2.0385427338843125,-2.4566488994206286,0.014023967192367431,0.30653065612723024,0.488784515798852
RPL11,3,3,-2.0380507521013844,-2.64907153513189,0.008071324516666782,0.2694724361773125,0.41632968158085454
CYB5RL,3,3,-2.037648525593924,-2.1825837171602216,0.02906647996745519,0.42253718340382174,0.6116410996161137
RBBP5,3,3,-2.0372017135158926,-2.303470069078385,0.021252409319267203,0.36745474045335,0.5539785633709301
UBA52,3,3,-2.0343547809719813,-1.5131697899664303,0.13023653579624075,0.7925048094770345,1.0707043504782912
RACGAP1,3,3,-2.033285879885732,-2.89095333440271,0.0038407514669471093,0.26926241943773355,0.3378822174746018
TUBG1,3,3,-2.0327342482258373,-3.038810610531948,0.002375141176772282,0.26926241943773355,0.2966793332389526
SRF,3,3,-2.0303415954884367,-2.4772376318166174,0.013240371517051742,0.29911541560662125,0.478607011891768
XRCC6,3,3,-2.029422387841752,-1.9147002813047094,0.05553073769882339,0.5838731621951558,0.7587328919133645
PPP2CA,3,3,-2.0269765938342665,-2.2330768803707794,0.025543874936876838,0.3947447006833654,0.5838557050778719
PES1,3,3,-2.0269636551664845,-2.1187544941817795,0.03411122032596788,0.46078187399581205,0.6409933194987141
HEATR3,3,3,-2.0267587776291105,-2.317633656324411,0.02046923944268598,0.36152120279241085,0.5447842751152092
MRPL22,3,3,-2.0265372161209894,-2.209298407665661,0.027153891882688904,0.40758875996747806,0.5951782107665021
NUP43,3,3,-2.0256601081929695,-1.7773104185133366,0.07551718042561316,0.6662575516728467,0.8490729139032267
DNAJC9,3,3,-2.024047671634953,-0.9730859162992335,0.33051060308148084,0.8835716009524621,1.8289599885920456
EXOSC7,3,3,-2.0237619653570134,-2.6372210481010367,0.008358834263203777,0.2694724361773125,0.41754685634316724
PDCD7,3,3,-2.0234685343405854,-1.3134350786801536,0.1890363837049416,0.8362724799301678,1.2798727496231543
LENG8,3,3,-2.0230706407824632,-2.7241664027262136,0.006446401786691033,0.2694724361773125,0.38788080400964137
CHTF18,3,3,-2.0230521619254747,-2.270508676824102,0.023176737441069413,0.3798733600705375,0.5651674323439101
LAS1L,3,3,-2.022664289895488,-2.5854629373708695,0.009724832745464955,0.27011624734269457,0.4358007640491809
POLR3H,3,3,-2.0218640216169312,-2.785364233671186,0.005346762547891636,0.26926241943773355,0.36796749114242255
DROSHA,3,3,-2.021066559558845,-1.9421017880184224,0.052124779109209964,0.5655101434384979,0.7387193001459434
TUBGCP5,3,3,-2.0204293875310664,-2.6647421955008905,0.007704736343266833,0.2694724361773125,0.4073240824329288
CCDC84,3,3,-2.0200902990853673,-2.507775034670518,0.01214939900487314,0.2909997717195615,0.46430255443820057
CDS2,3,3,-2.0191261475435494,-3.008841267357603,0.0026224609090047574,0.26926241943773355,0.3026223240747304
C10orf111,3,3,-2.0172236516146076,-2.4007186187978635,0.01636291333071338,0.32222800609726365,0.5064843848528878
NDUFAF5,3,3,-2.0157729408456615,-1.8994418141036868,0.057506410130330164,0.5906283362190106,0.7631950192525931
DNAJC21,3,3,-2.0154436340247632,-2.820589199711207,0.004793554457758368,0.26926241943773355,0.35589269278213975
TAF4,3,3,-2.015189615474879,-3.044660728558218,0.0023294292342270735,0.26926241943773355,0.2925938046618917
RPS27A,3,3,-2.0140975825731977,-2.613299661900746,0.008967263925699777,0.2694724361773125,0.42397132363966405
EXOSC5,3,3,-2.012505960851348,-3.0513688923586826,0.002278005100475658,0.26926241943773355,0.2904658662725766
PSMD12,3,3,-2.012457089356772,-2.599575387586067,0.009333917411416285,0.2694724361773125,0.4285187751403698
KAT5,3,3,-2.0118372699646843,-2.3897171647474718,0.016861352169325893,0.3258137354764016,0.5097217754358088
CENPI,3,3,-2.0118187508350625,-1.4665971167934877,0.14248568483221935,0.8052424791123878,1.103962422177716
PMF1,3,3,-2.011778880857095,-2.422450230102611,0.015416237323769908,0.3166696227658736,0.4961632705257871
THOC7,3,3,-2.0112196124953794,-2.609952994608087,0.009055466452936823,0.2694724361773125,0.42455335085540563
FAM98B,3,3,-2.0111319420535585,-3.014941249194214,0.002570290379942228,0.26926241943773355,0.2998027757953189
GTF2E2,3,3,-2.0111262826019485,-2.4560655433231444,0.014046753529801111,0.30653065612723024,0.4824431170348314
PRPF38B,3,3,-2.008213935238741,-2.62058372219426,0.008777937359968199,0.2694724361773125,0.4201613249178465
PGAM1,3,3,-2.0066516083480557,-2.6720038650091618,0.007539977998815164,0.2694724361773125,0.40207913283206137
NDC80,3,3,-2.0048495855847714,-2.8001848406164713,0.005107335224072681,0.26926241943773355,0.3602727715346458
UFD1,3,3,-2.0033748122083166,-2.156025438019966,0.03108167888655587,0.4392354835839997,0.6145376974882131
MRPL58,3,3,-2.0031535407374723,-2.7368034343457706,0.006203935068552823,0.2694724361773125,0.3799645956068053
USE1,3,3,-2.0002135248997264,-1.593244690110496,0.11110530924494205,0.7650575398767566,0.9811129284573022
ARPC3,3,3,-2.000161189147321,-1.9522536198148197,0.05090810099134101,0.561131753114825,0.7249903431626837
YAE1D1,3,3,-1.999616027385289,-2.820592850822119,0.0047934999071676445,0.26926241943773355,0.3530967021761809
MRPL23,3,3,-1.9990079203263145,-1.909440792007933,0.05620525278997107,0.5862535528319746,0.7506165354325018
SEC22B,3,3,-1.998221189835788,-2.541036700125541,0.011052431741398245,0.28036087926032754,0.44676812332807864
CCDC59,3,3,-1.9973321617249955,-3.0000760155967545,0.002699122360878065,0.26926241943773355,0.30168218116970036
STX18,3,3,-1.9962147282402656,-2.6104597847468742,0.009042060256755613,0.2694724361773125,0.4212072119769218
ATP5O,3,3,-1.995206320477165,-2.689953667418576,0.007146194002568601,0.2694724361773125,0.3937769921177789
WDR3,3,3,-1.9948035028189726,-2.8018271408169286,0.005081409252334977,0.26926241943773355,0.3579635029215436
TEAD1,3,3,-1.994316301958315,-2.6616947595480798,0.007774834781892771,0.2694724361773125,0.403092544547867
SMC5,3,3,-1.9939706354917537,-3.046681085220411,0.0023138305937953573,0.26926241943773355,0.28899333875657124
GTF2F2,3,3,-1.9924450445113198,-2.969839352361539,0.002979555190826169,0.26926241943773355,0.30906271862407747
DAD1,3,3,-1.9922719602768468,-1.7013348060256417,0.08888013569124076,0.7119296421167469,0.8904497222555409
CENPK,3,3,-1.9901289771732487,-3.1760992904714582,0.001492698513154963,0.26926241943773355,0.25675309440049615
COX7C,3,3,-1.989822524279877,-2.5945434308383817,0.009471664611748575,0.2694724361773125,0.42548509313741023
ATP5J2,3,3,-1.9897190980449073,-2.627303801720396,0.00860644571369025,0.2694724361773125,0.4139532795044333
GTF2A2,3,3,-1.9892812856584006,-2.494927833710024,0.012598274942737112,0.29326637783173337,0.46211388168835105
ATR,3,3,-1.9891233016712593,-1.1996045578427448,0.23029295558905644,0.8489580683330961,1.4068635838215655
C1orf131,3,2,-1.988655725845491,-1.1268981357634664,0.259785551663576,0.8608787859690701,1.277308878922314
MMS19,3,3,-1.988010622783239,-2.002502038006785,0.04523076413842918,0.5286153251008253,0.6914321713250717
ATP5C1,3,3,-1.9876101058927036,-2.7395365571490715,0.006152587205234863,0.2694724361773125,0.3761418095645296
NOP16,3,3,-1.9864081754016938,-3.1384178532753393,0.001698625394134283,0.26926241943773355,0.26517537790538315
RAPGEF1,3,3,-1.9857974260418563,-1.3488818647604108,0.1773749141324147,0.8298178210843876,1.214506229520122
SPC24,3,3,-1.9855566703383012,-2.8780080658148295,0.004001949067584033,0.26926241943773355,0.3336744316201635
FAM96B,3,3,-1.9824707743744563,-3.0174850382018774,0.002548816228565716,0.26926241943773355,0.2948657741528876
RPS15,3,3,-1.9823949371222573,-2.1760210709801657,0.02955368502389507,0.42536598597225367,0.5982531438365695
FAM122A,3,3,-1.981139049624284,-2.449916683713574,0.014288927357335305,0.3088067634756407,0.47766758338274434
PIKFYVE,3,3,-1.9776055880729257,-2.871652223661481,0.004083320673270094,0.26926241943773355,0.3341718281356225
DDX24,3,3,-1.973495438030543,-2.531174856293145,0.011368116094242837,0.2831247993036106,0.44487078518827683
GNPAT,3,3,-1.9712059694326591,-2.213973237060462,0.026830620025184437,0.40466485014839226,0.5767215883125558
COPS6,3,3,-1.969338022620133,-2.752988979758745,0.0059053884063620474,0.26926241943773355,0.36844427614087455
MRPL16,3,3,-1.9693340666827281,-2.6094714101118877,0.009068222322392402,0.2694724361773125,0.4158792322108455
NARS,3,3,-1.968322116026675,-2.574609750089147,0.010035324304679008,0.2706390578067483,0.427950637694806
FAXC,3,3,-1.9667944251593066,-2.4956819172682576,0.012571527503423214,0.29326637783173337,0.4566049311509801
INCENP,3,3,-1.9644365909928365,-2.678191909859411,0.007402079406690571,0.2694724361773125,0.391572119214971
EIF3C,3,3,-1.963713580589807,-2.6820422074218153,0.007317422689679586,0.2694724361773125,0.39015864942911366
MTHFD1,3,3,-1.96369743374738,-2.859658561052884,0.004240973470998253,0.26926241943773355,0.33528010417336956
CCT4,3,3,-1.962215672116691,-2.5788330176572334,0.009913469439605303,0.27033873805145886,0.4251225939755879
NXF1,3,3,-1.9609608407544956,-2.019015150890952,0.04348564479467291,0.5217725176696689,0.6728490239965265
CNOT3,3,3,-1.9606325715761261,-1.5889341051730579,0.11207527036443918,0.766497183183125,0.9653167613809803
POLD3,3,3,-1.9601278893855263,-2.137948261432525,0.03252094265048639,0.4502423254277596,0.6102145571046083
MRPS18C,3,3,-1.9583737210898116,-2.4415484856414937,0.014624424386299574,0.3115810282438437,0.4754494661963629
POLD2,3,3,-1.9581404598854335,-1.2847215415410884,0.1988896078665975,0.8377117242138739,1.2732377325992739
MRPL36,3,3,-1.9579145743191508,-2.400480473939338,0.016373564276616237,0.32222800609726365,0.49168936045635553
PAF1,3,3,-1.9578809171735527,-2.1461769258862566,0.031858865761017985,0.4433496650601752,0.605432396799489
EIF4A3,3,3,-1.9572625442879192,-1.8601336141193687,0.06286662447962735,0.613593888170332,0.7655839613437875
DNAJC17,3,3,-1.9553222158325259,-2.236585278218384,0.025313457990504107,0.3943724065165265,0.5616040542004535
COPB1,3,3,-1.9541181682258322,-2.916893935104286,0.003535359707736417,0.26926241943773355,0.31748487256009805
ATP6AP2,3,3,-1.9523273343009322,-2.4936187485751353,0.012644828024119306,0.29326637783173337,0.45402126594063824
DYNLRB1,3,3,-1.9454533820448772,-1.4733226992067556,0.1406640428261576,0.8030635507646642,1.0610917822655
PSMB3,3,3,-1.9443351194326053,-1.7672376260569937,0.0771884408151329,0.6728981038048879,0.8219135178796495
WDR46,3,3,-1.942555436180476,-1.1506160618363304,0.24989022220072885,0.8554162279772661,1.4445268071739765
PRPF38A,3,3,-1.940931378211478,-1.8908504749062556,0.058644307092679315,0.5964801482440547,0.7401023264378813
SKIV2L2,3,3,-1.9391747417107479,-2.270145248142549,0.023198771722565046,0.37990501560921514,0.5418961339249212
DDX51,3,3,-1.9379055164872583,-2.3313760897936535,0.01973353718016552,0.3530880052399909,0.5150693295504942
DNAJC2,3,3,-1.9375505071006989,-2.349642495078978,0.01879144992121954,0.3446830120898409,0.5073206439068474
THOC2,3,3,-1.934857470963522,-2.159153627584831,0.030838250318599207,0.437387972686814,0.592005638012304
HNRNPDL,3,3,-1.9336777872712758,-2.477581018803157,0.013227637355835029,0.29911541560662125,0.455691302481892
RPS18,3,3,-1.9334230260725778,-1.177085346711117,0.23916144311372126,0.8490383835653859,1.399097732254703
RPS10-NUDT3,3,3,-1.9330610806411035,-2.5076751805340103,0.012152832492440627,0.2909997717195615,0.44433632070183776
CHERP,3,3,-1.9326491085356836,-1.3577317166189973,0.1745488288955575,0.8284904077223558,1.1722071803520697
GTF2E1,3,3,-1.9325726487897095,-2.9282338244041632,0.0034089357435908166,0.26926241943773355,0.31089536779292043
RPAIN,3,3,-1.9318866792167668,-2.5525659750201477,0.010693265543389072,0.2768034277888277,0.42781426186925675
TBCE,3,3,-1.9302709920467604,-1.79195429293741,0.07314028791459483,0.6549255606032938,0.799211227474328
INTS2,3,3,-1.9297888441152533,-2.81765844305832,0.004837524013769484,0.26926241943773355,0.341626315234199
OSTC,3,3,-1.928180324913877,-2.2761820361987866,0.0228351166288098,0.3752973732081111,0.5361703766155448
UBE2D3,3,3,-1.9263452345919032,-2.819057871377859,0.004816483349654762,0.26926241943773355,0.34060713884921157
MRPS34,3,3,-1.9249480674560215,-2.361132173367202,0.018219235784232634,0.3397862484432784,0.49929223082982915
COG1,3,3,-1.9243956628937062,-2.1778338601230742,0.02941840803239124,0.42503751911019083,0.5798908819770361
RPLP0,3,3,-1.9221337228287818,-2.3427018484757816,0.01914467517940578,0.3473097626369956,0.5061565995408533
ZMAT2,3,3,-1.9181383173718103,-2.35807631960755,0.018369915820005307,0.3415257126429686,0.49877505684768786
C12orf60,3,3,-1.9170062558463359,-2.7692472804005868,0.005618597385442325,0.26926241943773355,0.35371890031977304
PAXBP1,3,3,-1.9156756059677182,-1.8524195067425078,0.063965606325552593,0.6181543430875786,0.7541361350664282
AP2M1,3,3,-1.9139897576273472,-2.9070344086843813,0.003648730601448187,0.26926241943773355,0.31364551934573087
XPC,3,3,-1.913570910144355,-2.5857696447109353,0.009716184150546125,0.27011624734269457,0.4121900691652416
CLPB,3,3,-1.9134317482875438,-2.5796934822990165,0.009888804522104645,0.27033873805145886,0.4142558061324581
TEFM,3,3,-1.9132126511849543,-3.0335452763981396,0.0024169843966786227,0.26926241943773355,0.2805432939799974
MALSU1,3,3,-1.9123961311945952,-2.006829655434447,0.04476780405088413,0.5261330602945326,0.6627758355559557
MMP11,3,3,-1.9109206587694476,-2.0261205084371543,0.0427524369620456,0.5168198162566523,0.6518714090350358
DCAF1,3,3,-1.909897348272964,-2.7616350487497683,0.005751272572739954,0.26926241943773355,0.35470185314072533
ATP6V0C,3,3,-1.9090260533421868,-2.341193593317572,0.019222196906451328,0.347819383570359,0.5033269624106517
MED31,3,3,-1.9080688646253583,-2.7804928030625695,0.005427646276942844,0.26926241943773355,0.3487061054882031
OXA1L,3,3,-1.907420770057424,-2.8334924087289237,0.004604240153641333,0.26926241943773355,0.3331017962027396
WDR74,3,3,-1.906543589068223,-2.621898483767167,0.008744147281430125,0.2694724361773125,0.3984504469555573
NAF1,3,3,-1.9059731151390908,-2.2837025891269818,0.02238901579641042,0.37322014033686424,0.5267451165412338
FH,3,3,-1.901981847398486,-2.997355932594613,0.0027233254442941,0.26926241943773355,0.2879705238310984
NUP188,3,3,-1.901920869409506,-2.384458456158553,0.017104279102985624,0.3284925472441284,0.4839601806224955
PSMD2,3,3,-1.9013922052032537,-2.4210214316416843,0.01547696478330064,0.31722741917008185,0.4694908279718522
PGM3,3,3,-1.8999058071699717,-2.5558301850556213,0.010593480306357069,0.2754041109085655,0.4195905053912717
NUP54,3,3,-1.8985304131216505,-2.251020733585971,0.024384224213383206,0.38594059395688096,0.5388977954846806
PARN,3,3,-1.898205936955459,-3.158576950740362,0.0015854144806130188,0.26926241943773355,0.2488205494689483
DONSON,3,3,-1.8978894438132023,-1.8261692667073477,0.06782476915258862,0.6356453076874368,0.7636455892035492
MYCBP2,3,3,-1.8962473536329125,-2.128895916205604,0.033262872735047425,0.45601891751360046,0.5947088621518297
HNRNPL,3,3,-1.8921033273218926,-2.9837816523182457,0.0028470986502174547,0.26926241943773355,0.28992204399358446
DHRS1,3,3,-1.8920792077671764,-2.6504555422315144,0.008038330574021755,0.2694724361773125,0.38606141068888206
SCO1,3,3,-1.8908865583979524,-1.4004428966998097,0.16138073198080558,0.8169398160720514,1.1021777948443023
PFAS,3,3,-1.8907295171674685,-2.2204933964996956,0.026385293444517923,0.401796354161563,0.5502380899056406
COPS3,3,3,-1.8887412816117437,-1.772163319523306,0.07636745053539397,0.6709400651872967,0.7951130402044012
LIN52,3,3,-1.888453580196273,-2.283213235721698,0.022417810849628697,0.37322014033686424,0.5221122781616232
CAD,3,3,-1.8882762780404463,-1.4291303459599696,0.15296677293170624,0.8112430668590389,1.0720318326292777
COASY,3,3,-1.888143793992089,-2.030869384407778,0.04226824621641361,0.5136883067509868,0.6415999112141555
TAF5,3,3,-1.8875930915886834,-2.2104710870611566,0.02707248498051235,0.4070133819902326,0.5538406886515318
RAD9A,3,3,-1.8849655890012709,-2.6927951909276957,0.007085578042672386,0.2694724361773125,0.37112781181985927
CCT6B,3,3,-1.8832400920282977,-2.449770713057364,0.014294720918721986,0.3088067634756407,0.45411810067405667
EIF5AL1,3,3,-1.8830216375701547,-1.8869433570187022,0.05916794465454794,0.5976247023418744,0.7203473731356389
ORAOV1,3,3,-1.8830180746475462,-1.4794805053654976,0.13901193781899476,0.8014256577600839,1.0213639666948864
METAP2,3,3,-1.8807563455396497,-2.630159538910269,0.008534480644059959,0.2694724361773125,0.3903479349709996
PNO1,3,3,-1.8790389917300307,-2.085337585891216,0.03703866795223105,0.47975102601868563,0.6106674084579861
PSMG3,3,3,-1.87831105802047,-2.7258427968531858,0.006413753748169028,0.2694724361773125,0.35961451786374504
C2CD2L,3,3,-1.8774663902447528,-2.403166543653019,0.016253783126528278,0.3219006900526278,0.47044595216002427
ELL,3,3,-1.877055442621666,-2.538696081404174,0.01112664329406813,0.28053668284179073,0.4204949049997081
CD3EAP,3,3,-1.876790549199147,-2.2357046709877357,0.02537112286961235,0.39470703928089546,0.5394363189443638
TADA2A,3,3,-1.8767308270716159,-2.1272516870847067,0.033399176631561306,0.45632472542212543,0.5893791039175627
WEE1,3,3,-1.8763440017760067,-2.107349263149693,0.03508731608749059,0.46860784411406164,0.5989179129480274
C12orf45,3,3,-1.8763437369783926,-2.780911424135766,0.005420652486155335,0.26926241943773355,0.34278561332424395
NUBP2,3,3,-1.8762467061810746,-2.2863036353160076,0.0222365013611011,0.37322014033686424,0.5174276270656804
MED28,3,3,-1.8730210409336854,-2.2781880760297275,0.0227153744066536,0.37489471707127725,0.5199784033457696
BUD23,3,3,-1.872288896790184,-2.3764990932918852,0.017477804351087332,0.33235246318167955,0.4795453681828509
RPS21,3,3,-1.8715968913938825,-2.831953758599919,0.004626453872781875,0.26926241943773355,0.32727871317678847
RTF1,3,3,-1.871404340361093,-2.8111561560668967,0.004936382149936065,0.26926241943773355,0.33314460965274073
GPATCH1,3,3,-1.8711809977757072,-2.1189545920865234,0.034094304609873935,0.46078187399581205,0.5916329327851693
UBL5,3,3,-1.8705009731438043,-1.9113230311704281,0.05596308110772762,0.5852741044680889,0.70127132686926
RPS24,3,3,-1.8698395540679946,-1.347519066656888,0.17781311690613316,0.8298178210843876,1.1450560001228023
EIF4A2,3,3,-1.8683414513637469,-1.5242638441189709,0.12744281517053233,0.7891265796503014,0.9736869938214492
BLM,3,3,-1.8668019024939138,-2.1551055777765966,0.031153573345500347,0.4392354835839997,0.5730741243058862
MCM10,3,3,-1.8664701055186754,-2.3272771921265982,0.019950516880054805,0.35501399999931804,0.49775172104751114
WDR48,3,3,-1.865320512970818,-2.7068439965811035,0.006792616862244702,0.2694724361773125,0.36292285033789423
KIF14,3,3,-1.8645074601323925,-1.463575932643493,0.14330985247326342,0.8052424791123878,1.0259219554564338
MRPL34,3,3,-1.8632515013150435,-1.8161350851339166,0.06934965288123589,0.6399266309324199,0.7560134712175065
TOMM22,3,3,-1.8630597673286966,-1.8550236669477391,0.06359284698970981,0.617245825583737,0.7318371344258282
SDHAF4,3,3,-1.8625741030571055,-2.835732623348128,0.004572070518075888,0.26926241943773355,0.32464346208833456
POLR2L,3,3,-1.8623452416738377,-3.017051630202207,0.0025524633352257474,0.26926241943773355,0.27710498719488774
ILK,3,3,-1.861831903472706,-2.6082297278276876,0.009101185160029088,0.2694724361773125,0.3935859934636052
MAGEA9B,1,1,-1.8616939943575703,-1.4068546628964307,0.15947048960666854,0.816050179416957,0.8485000856575924
CHMP4B,3,3,-1.8595599348897265,-1.827521198504068,0.06762144187564596,0.6349250808809597,0.7473799503488431
AATF,3,3,-1.8581006339474315,-1.768508932178198,0.07697586027736208,0.6728532402961042,0.7846209318850027
CWC15,3,3,-1.857475080324059,-2.1059393840021734,0.03520961804492956,0.4686794705433798,0.5935785730654345
BCS1L,3,3,-1.8567383868083467,-2.0381704273759627,0.04153289187121028,0.5076899033519611,0.6271657977804722
NSUN4,3,3,-1.8554298247225482,-1.9212331208065896,0.05470232434896879,0.5807665873858495,0.6899509662829946
HCCS,3,3,-1.8550871148970205,-2.061253220757189,0.039278888526953167,0.4922363629856505,0.614877956027078
SNRNP70,3,3,-1.8536821413743008,-1.863010223311667,0.062460827895860695,0.6128474206346198,0.7233383049674073
CCNF,3,3,-1.8534938598724848,-2.2412127605029157,0.025012296680668185,0.39161754985191993,0.5303480145015089
AURKA,3,3,-1.8532929762380979,-2.7478703420148847,0.005998372437604341,0.26926241943773355,0.3482469233649226
ELAC2,3,3,-1.8527179841510484,-1.8950159117990992,0.0580902936656472,0.5939883878633987,0.7040338553770236
EIF3J,3,3,-1.8521997485676658,-2.4293043784865103,0.015127826131435467,0.313815212109624,0.4542343774249085
FAM187A,1,1,-1.8514066124769215,-2.0589380669369968,0.03950017182014272,0.4927222752851862,0.3792908953433317
HAUS3,3,3,-1.8502776883002832,-2.234130040024305,0.02547451796028598,0.39470703928089546,0.532500498550286
UBE3D,3,3,-1.8501634956568416,-2.4554966151945967,0.014069007768078838,0.3066621785480437,0.4440387312138627
B3GLCT,3,3,-1.8500165350800268,-2.9277182318048474,0.0034145933665837,0.26926241943773355,0.29774838891646055
SUZ12,3,3,-1.8484919040936618,-1.2736298188849327,0.2027946392581421,0.8386686883746632,1.2149502155778376
PI4KB,3,3,-1.8461407507530025,-2.235263995631259,0.025400022304148475,0.39470703928089546,0.5308178907210037
MRPL39,3,3,-1.8430312332220609,-1.5754258593788155,0.11515817935028654,0.7710539458521789,0.918182093429342
COA7,3,3,-1.8429185456815012,-2.095783117486482,0.036101434644758346,0.47501946252994504,0.5938358331874997
RPL36,3,3,-1.840502060498436,-2.7863623871254264,0.005330324498011396,0.26926241943773355,0.33467495364163435
CRK,3,3,-1.8401404005100463,-1.6821759433947263,0.09253472751261345,0.7172699037692299,0.8359932654319173
TARDBP,3,3,-1.8394364323920895,-2.6236277321307657,0.008699881659779573,0.2694724361773125,0.3838688632321949
TPR,3,3,-1.8385642050084066,-3.0728004773895985,0.0021206022122075927,0.26926241943773355,0.2603385804365312
TTBK2,3,3,-1.83782649363421,-1.7088923148497766,0.0874708983364549,0.708540521544074,0.8161598030605568
NHP2,3,3,-1.8377465550375967,-1.9648792962108776,0.04942820953008992,0.5528712443588625,0.6592349367356557
MARS2,3,3,-1.8370857261737676,-2.655994037823874,0.007907501242288367,0.2694724361773125,0.37309859645271665
TFE3,3,3,-1.836967815004787,-2.260573132725786,0.023785703034395537,0.3813651436082958,0.5173678384135181
MRPL49,3,3,-1.8366016917572394,-1.757326788646606,0.07886212420815947,0.6782417201312664,0.782876210276614
MCEE,3,3,-1.8365326616584354,-2.419013850287576,0.01556264763782643,0.3174473809027147,0.45422603902145886
PINX1,3,3,-1.8362334243294467,-1.3890816621545303,0.16480791931560948,0.8212657135683435,1.0816315305152493
CWF19L2,3,3,-1.8356281688356244,-2.6470492761317046,0.00811975203430237,0.2694724361773125,0.37561703220055986
SFPQ,3,3,-1.835175613852773,-2.583225734464531,0.009788125677860355,0.27011624734269457,0.39614387657535566
RPL36A,3,3,-1.8348937863631907,-2.283729003654335,0.02238746239984584,0.37322014033686424,0.507090288914486
RPL10,3,3,-1.834730135806254,-1.6288633673717823,0.10334194652287575,0.7397930019632037,0.87257358138013
VAC14,3,3,-1.834698824982868,-2.112496796605706,0.03464386043577864,0.4649855642864664,0.5831668630295382
NIP7,3,3,-1.8330173362402005,-2.6904774801004456,0.007134985048323228,0.2694724361773125,0.3616071063716113
BUB1B,3,3,-1.832064236415041,-2.2627199611839055,0.023652957531614036,0.3807441153598314,0.5150820030491896
RBMX,3,3,-1.8306532958845816,-1.165522606568532,0.2438075149130024,0.8518994525485852,1.3405219101773627
NUP133,3,3,-1.829538114344795,-2.603470768315385,0.009228513701565903,0.2694724361773125,0.38830222032798267
SRC,3,3,-1.8295299564975116,-1.1022061671193357,0.2703720514652248,0.8667499624410209,1.431547302666423
BRAF,3,3,-1.828214758572198,-2.2347901421960725,0.025431129331414188,0.39470703928089546,0.5258672116840953
COX19,3,3,-1.8279272397628137,-2.7714464626367716,0.0055807848770553165,0.26926241943773355,0.33665013376473
SPDL1,3,3,-1.827884074286563,-2.0296896938524713,0.04238809115954634,0.5138166801760693,0.6217240611006992
CHD4,3,3,-1.8274488864723732,-2.1622246387019834,0.03060086527854671,0.43677881573563127,0.5577414780590415
MRPL43,3,3,-1.8267538143274031,-2.5730643974822276,0.01008024497056915,0.2706390578067483,0.3976831948881698
BLOC1S2,3,3,-1.8265648998614592,-1.9027829038882174,0.057068878903848305,0.5890156600354589,0.6896503560501616
POLR2A,3,3,-1.825992598480935,-2.2463376837954736,0.02468238655350894,0.3883827985746977,0.5202954292975327
UMAD1,3,3,-1.8252635224536946,-2.75218955754004,0.005919824393873145,0.26926241943773355,0.3417217658706565
CASC3,3,3,-1.8249029609765963,-2.6533924924570136,0.007968715069941885,0.2694724361773125,0.37143627710330734
DHX29,3,3,-1.8239003454626188,-2.5388289898288074,0.01112241748220325,0.28053668284179073,0.4085420509012255
BRF1,3,3,-1.8231793181302987,-2.8536799537623865,0.004321604424465297,0.26926241943773355,0.3128991374247734
RPL3,3,3,-1.821162588735571,-1.5393677758504123,0.12371453630375145,0.7855807696369159,0.9364981081843625
TSG101,3,3,-1.8211246178890916,-2.8371839267036068,0.004551338509992564,0.26926241943773355,0.31702254222807663
UTP23,3,3,-1.8205049786222527,-2.763578421476684,0.005717135227063415,0.26926241943773355,0.33754056108177954
BRK1,3,3,-1.8202331401258594,-2.126700039435873,0.03344501424717878,0.45632472542212543,0.5718939141178357
LRSAM1,3,3,-1.8195928578264478,-2.286812627924865,0.022206762098558836,0.37322014033686424,0.5015948335579348
SF3B2,3,3,-1.8181808709363414,-2.3683523307980052,0.017867511460082506,0.3362890871025827,0.4688124580368835
GIPC1,3,3,-1.817203938443432,-2.2182998248785903,0.02653439611737912,0.40341674805006483,0.5297891784109684
RPS19,3,3,-1.814939432199979,-1.368500260444905,0.17115554053268928,0.8274443102291713,1.0897672420612017
ORC1,3,3,-1.8136521580842595,-2.881236611887314,0.003961181510736994,0.26926241943773355,0.303934498368301
SNRPB,3,3,-1.8133856274505933,-2.4145317650521467,0.01575544910053655,0.3197067611849724,0.45015919026091905
CCT5,3,3,-1.813055005452947,-0.9622753283790836,0.33591131866959606,0.8849847473813407,1.6592004377067031
RPL8,3,3,-1.8123809901231656,-2.287924582942948,0.02214191343389166,0.37322014033686424,0.499152503774671
FEN1,3,3,-1.8101693460275194,-1.80581364777873,0.07094745293568372,0.6461517906402655,0.7408385755404261
OGDH,3,3,-1.8085652608929028,-2.7100959352047918,0.006726374957947726,0.2694724361773125,0.3509130735068033
SLC39A10,3,3,-1.8082993162135934,-3.1642789082377423,0.0015546773198490654,0.26926241943773355,0.23581286362457546
PFDN1,3,3,-1.8079990947308144,-1.2429601260848249,0.21388252734937635,0.8458705874339405,1.224599138154506
POLR3K,3,3,-1.8071900023396652,-1.7986275180844546,0.07207762140134445,0.6504884857892109,0.744080049469613
TAF1D,3,3,-1.8059522815505589,-2.793784853056856,0.0052095125201162724,0.26926241943773355,0.3263140188118084
