gene,fdr,stat
NDOR1,2.339178810966248e-5,-3.9926929064064796
COG6,2.339178810966248e-5,-3.9926255333910325
TEFM,2.339178810966248e-5,-3.992246311387427
EXOSC8,2.339178810966248e-5,-3.991293072946943
GEMIN5,2.339178810966248e-5,-3.9912687997313734
MED17,2.339178810966248e-5,-3.990145296206393
COPA,2.339178810966248e-5,-3.9886197173787905
SPCS3,2.339178810966248e-5,-3.988043633666559
HSPA5,2.339178810966248e-5,-3.986574821765362
RPAP3,2.339178810966248e-5,-3.9865554210856673
PPCS,2.339178810966248e-5,-3.9818412835678947
EXOC2,2.339178810966248e-5,-3.9780873904879144
SHANK1,2.339178810966248e-5,-3.9780313815372055
OGT,2.339178810966248e-5,-3.977287145278629
INTS11,2.339178810966248e-5,-3.9769403281233107
ZNHIT3,2.339178810966248e-5,-3.976622101503847
MAD1L1,2.339178810966248e-5,-3.9758181523583254
RPL34,2.339178810966248e-5,-3.974121408172664
COX19,2.339178810966248e-5,-3.9738002310111487
DHRS1,2.339178810966248e-5,-3.9722431198420343
EIF2B3,2.339178810966248e-5,-3.9702529327612446
DTYMK,2.339178810966248e-5,-3.9668273011553192
ISG20L2,2.339178810966248e-5,-3.9664404546748067
PRPF4,2.339178810966248e-5,-3.9627085562536366
CCT7,2.339178810966248e-5,-3.9607385749057524
XRCC1,2.339178810966248e-5,-3.960423608527865
ATRIP,2.339178810966248e-5,-3.9602601065544016
POLR1A,2.339178810966248e-5,-3.959680602635813
MOCS3,2.339178810966248e-5,-3.958828603117947
UBE2I,2.339178810966248e-5,-3.958164784554885
PSMD12,2.339178810966248e-5,-3.9525014336164537
MRPS18C,2.339178810966248e-5,-3.951559238801828
PITRM1,2.339178810966248e-5,-3.9500318919107342
CDK1,2.339178810966248e-5,-3.9487040458869687
U2AF1,2.339178810966248e-5,-3.9467219745897957
PSMC4,2.339178810966248e-5,-3.9465840580345213
ITPA,2.339178810966248e-5,-3.94428898351496
MDM4,2.339178810966248e-5,-3.942699417615007
FTSJ3,2.339178810966248e-5,-3.941146700355623
NUP153,2.339178810966248e-5,-3.937703082820915
LIN9,2.339178810966248e-5,-3.937497573332644
VPS36,2.339178810966248e-5,-3.9351482594553944
VPS28,2.339178810966248e-5,-3.93247123131912
TONSL,2.339178810966248e-5,-3.931148605973178
VRK1,2.339178810966248e-5,-3.9307611976241477
WDR7,2.339178810966248e-5,-3.930700177686377
BTF3,2.339178810966248e-5,-3.9258240207468287
POP4,2.339178810966248e-5,-3.923713058946456
RBSN,2.339178810966248e-5,-3.9231984446509816
WDR18,2.339178810966248e-5,-3.923015784560798
RPL37A,2.339178810966248e-5,-3.9229591495315725
MED6,2.339178810966248e-5,-3.9224004955361096
INTS2,2.339178810966248e-5,-3.9223703321338803
MRPL16,2.339178810966248e-5,-3.922182692529749
NSRP1,2.339178810966248e-5,-3.921427950006537
VARS,2.339178810966248e-5,-3.9184543074254456
VCP,2.339178810966248e-5,-3.9170491153857174
CHEK2,2.339178810966248e-5,-3.916713929372896
TRAPPC8,2.339178810966248e-5,-3.9167119456268153
TAMM41,2.339178810966248e-5,-3.9158769872623695
ADSS,2.339178810966248e-5,-3.9158733843979916
PSMB5,2.339178810966248e-5,-3.9157145860341616
MED18,2.339178810966248e-5,-3.9153369749557685
