sgrna,Gene,control_count,treatment_count,control_mean,treat_mean,LFC,control_var,adj_var,score,p.low,p.high,p.twosided,FDR,high_in_treatment
RPL3-4,RPL3,2912.3/2762.9/2907.6,589.03/773.8/602.02,2860.1,649.82,-2.1362,7216.4,19167,15.965,1.1235e-57,1,2.247e-57,1.1017e-56,False
LUZP4-8,LUZP4,7843.6/7628.3/7650.7,12118/11467/11079,7706.9,11547,0.58323,14003,57986,15.947,1,1.4955e-57,2.991e-57,1.4591e-56,True
PSMD1-19,PSMD1,4731.2/4736.2/4464.6,1863.4/2249.3/1284,4642.2,1752.4,-1.4049,24153,32911,15.929,1.985e-57,1,3.9701e-57,1.9269e-56,False
TGM6-12,TGM6,4115.6/4370.5/4189,6763/7002.1/7126.9,4223.7,6962.4,0.72094,17220,29616,15.914,1,2.5381e-57,5.0761e-57,2.4513e-56,True
NUP205-2,NUP205,6168.2/5630.1/5604.5,2427.3/2268.7/2940.7,5795.2,2530,-1.1954,101370,42166,15.901,3.0979e-57,1,6.1958e-57,2.9771e-56,False
PSMD7-10,PSMD7,2400.1/2873.7/2639.2,519.68/612.02/493.17,2630.5,539.3,-2.2841,56151,17459,15.827,1.017e-56,1,2.034e-56,9.725e-56,False
PSMB3-6,PSMB3,3074/3099/2624.8,517.88/782.12/880.39,2924.2,709.13,-2.0424,71327,19647,15.803,1.4836e-56,1,2.9672e-56,1.4116e-55,False
RPL27-1,RPL27,3242.5/3258.7/3034.6,697.1/996.61/946.85,3177,869.7,-1.8679,15628,21551,15.717,5.8115e-56,1,1.1623e-55,5.5023e-55,False
FAM71B-2,FAM71B,9565.8/10097/9681,13925/13164/15280,9778.5,14096,0.52756,77974,75671,15.695,1,8.1304e-56,1.6261e-55,7.6601e-55,True
COPZ1-17,COPZ1,8670.7/8950.7/8810.8,4825.7/4984.9/4477.1,8810,4757.8,-0.88872,19596,67341,15.616,2.8542e-55,1,5.7084e-55,2.676e-54,False
NUP205-1,NUP205,4775.3/4735.3/4311.6,1799.5/1953.5/1623,4602.5,1786.9,-1.3645,66040,32597,15.595,3.9341e-55,1,7.8681e-55,3.6705e-54,False
COPA-10,COPA,5001.2/5475.9/5317.4,2356.1/1849.9/2583.4,5261.1,2241.4,-1.2306,58421,37848,15.522,1.2346e-54,1,2.4691e-54,1.1463e-53,False
PSMC4-6,PSMC4,2699.7/2617.9/2725.8,652.97/664.71/557.71,2680.7,623.23,-2.103,3170.5,17831,15.408,7.2086e-54,1,1.4417e-53,6.661e-53,False
COPZ1-2,COPZ1,3303.8/3384.3/3274.1,961/893.99/1185.7,3320.4,1006.2,-1.7215,3251.1,22640,15.38,1.1069e-53,1,2.2138e-53,1.0179e-52,False
RPL9-2,RPL9,4129/4056.6/4131.3,1448.2/1475.5/1586.4,4105.5,1502.2,-1.4498,1806.2,28692,15.369,1.3277e-53,1,2.6554e-53,1.2152e-52,False
FAM71B-3,FAM71B,7422.3/8020.8/7914.8,12115/11114/11282,7781.5,11496,0.56289,102010,58614,15.341,1,2.0458e-53,4.0916e-53,1.8635e-52,True
FAM71B-8,FAM71B,6350.1/6017/6178.8,9165.9/10446/8798.1,6180.5,9444.3,0.61165,27752,45310,15.333,1,2.2948e-53,4.5897e-53,2.0805e-52,True
MAGEB3-10,MAGEB3,4461.2/4232.9/4160.1,6773.8/7181.5/6847.6,4282.9,6932,0.69458,24690,30080,15.275,1,5.6296e-53,1.1259e-52,5.0799e-52,True
POLR2A-6,POLR2A,3959.6/3683.5/3917.7,6363.1/6301.4/6355.4,3851.7,6339.9,0.71883,22143,26719,15.222,1,1.2567e-52,2.5135e-52,1.1287e-51,True
COPS6-9,COPS6,5781.4/5730.7/6005.7,10229/8377.8/8414.7,5838.1,8967.3,0.6191,21414,42514,15.177,1,2.525e-52,5.0499e-52,2.2572e-51,True
NUP205-8,NUP205,1874.5/1905/2161.6,430.51/236.67/192.65,1976.3,269.76,-2.8685,24890,12692,15.148,3.9205e-52,1,7.8411e-52,3.4886e-51,False
POLR2D-7,POLR2D,3094.2/2790.6/3028.8,882.64/923.57/701.23,2968.3,829.92,-1.8373,25546,19978,15.129,5.2294e-52,1,1.0459e-51,4.6318e-51,False
PSMC2-7,PSMC2,3978.7/4548.7/4193.3,1369/1981.2/1589.3,4233.8,1627.5,-1.3788,82943,29695,15.125,5.5616e-52,1,1.1123e-51,4.9034e-51,False
PSMC2-3,PSMC2,6396/6309.7/6653.6,2768.6/3218.2/3661.2,6451.5,3195.2,-1.0135,32011,47535,14.935,9.7244e-51,1,1.9449e-50,8.5344e-50,False
PSMC2-4,PSMC2,3148.7/3221.8/3404,1019.5/1188.9/916.03,3256.4,1035.5,-1.652,17288,22154,14.921,1.1958e-50,1,2.3916e-50,1.0447e-49,False
COPS6-5,COPS6,3169.8/3137.8/3189,920.47/1069.6/967.08,3165.4,983.79,-1.685,669.6,21464,14.891,1.8796e-50,1,3.7592e-50,1.6346e-49,False
PSMC2-11,PSMC2,5440.6/5884/5480.4,2731.7/2516.5/2554.5,5598.2,2599.2,-1.1066,60193,40567,14.89,1.9266e-50,1,3.8532e-50,1.668e-49,False
POLR2A-4,POLR2A,2854.8/3068.5/3385.2,711.52/1112.2/1053.8,3095.3,941.24,-1.7164,71307,20934,14.888,1.9809e-50,1,3.9617e-50,1.7073e-49,False
NUP133-1,NUP133,4967.7/5052/5229.4,2262.4/2276.1/2196.2,5081.9,2244.6,-1.1785,17843,36411,14.869,2.6251e-50,1,5.2502e-50,2.2524e-49,False
PSMB2-20,PSMB2,1582.5/1666.8/1379.5,90.966/86.903/72.242,1538.1,82.967,-4.1961,21842,9598.5,14.852,3.357e-50,1,6.7139e-50,2.8676e-49,False
RPS11-3,RPS11,5187.9/4845.2/4689.7,2129.1/2159.6/2109.5,4903.2,2132.6,-1.2007,64996,34984,14.813,6.0717e-50,1,1.2143e-49,5.1636e-49,False
RPS7-3,RPS7,4960/5172.1/5132.7,2120.1/2138.4/2562.2,5087.4,2264.7,-1.1672,12721,36456,14.784,9.35e-50,1,1.87e-49,7.9166e-49,False
RPL18A-2,RPL18A,4409.5/3833.1/4021.6,1605/1386.7/1825.3,4081.1,1595.6,-1.3543,86461,28502,14.722,2.3182e-49,1,4.6364e-49,1.9542e-48,False
NUP54-15,NUP54,5109.4/5549.7/5308.7,2264.2/2482.3/2594.9,5319.6,2443.2,-1.1222,48637,38319,14.694,3.5326e-49,1,7.0651e-49,2.9649e-48,False
RPL30-4,RPL30,7197.3/6883.1/7191.8,4110.6/3782.1/3359.7,7089.2,3738.1,-0.92315,32343,52817,14.582,1.8347e-48,1,3.6694e-48,1.5332e-47,False
TAAR1-7,TAAR1,5509.5/5125.9/5313.1,8359.9/7885/8205.7,5313.9,8147.8,0.61656,36814,38273,14.486,1,7.44e-48,1.488e-47,6.1904e-47,True
POLR2D-3,POLR2D,2538.9/2690.8/2518,927.67/592.6/601.05,2581.4,691.34,-1.8992,8900.9,17096,14.456,1.155e-47,1,2.3099e-47,9.5682e-47,False
PSMD6-17,PSMD6,2583.9/2897.7/2907.6,901.55/908.78/674.26,2792.2,820.53,-1.7656,33920,18661,14.434,1.5844e-47,1,3.1688e-47,1.307e-46,False
LHX5-10,LHX5,5897.3/6089/6023,8069.8/10229/8906,6002.6,9025.2,0.58829,9488.5,43855,14.433,1,1.5933e-47,3.1866e-47,1.3087e-46,True
DMRTB1-2,DMRTB1,5175.4/4844.2/4984.1,7196.2/8408.3/7619.1,4999.4,7725.1,0.6277,27648,35752,14.416,1,2.0651e-47,4.1303e-47,1.689e-46,True
NLRP5-4,NLRP5,6943.6/6595/6728.6,10345/9702.6/9884.6,6754.2,9973.7,0.56227,30939,50035,14.393,1,2.8671e-47,5.7342e-47,2.335e-46,True
RPS8-2,RPS8,2339.8/2830.3/2587.3,718.72/491.83/968.04,2578,699.45,-1.8804,60242,17071,14.378,3.5628e-47,1,7.1255e-47,2.8893e-46,False
PSMD6-3,PSMD6,4147.2/3867.3/4027.4,1477.1/1397.8/2026.6,4012.3,1611.4,-1.3156,19735,27966,14.357,4.8335e-47,1,9.667e-47,3.9033e-46,False
NUP133-3,NUP133,3677.2/3673.3/3656.5,1283.4/1304.5/1592.2,3669,1386.5,-1.4032,120.81,25308,14.347,5.5398e-47,1,1.108e-46,4.4551e-46,False
TAAR1-2,TAAR1,4564.6/4530.3/4965.3,6586.5/7984.9/7340.7,4682.7,7281.5,0.6368,58517,33232,14.256,1,2.0516e-46,4.1033e-46,1.643e-45,True
PSMA3-2,PSMA3,2204.8/2231.9/2222.2,453.03/467.79/641.51,2219.6,514.2,-2.1078,188.86,14446,14.189,5.3623e-46,1,1.0725e-45,4.2765e-45,False
PSMA3-3,PSMA3,4227.7/4319.7/3978.3,1564.4/1527.3/2256.8,4172.7,1753.6,-1.2502,31216,29217,14.153,8.976e-46,1,1.7952e-45,7.1289e-45,False
POLA1-5,POLA1,5821.6/6238.6/5486.2,2867.7/3338.4/2606.5,5840.7,2922.2,-0.99886,142170,42536,14.151,9.1884e-46,1,1.8377e-45,7.2675e-45,False
PSMC2-1,PSMC2,3438.8/3564.4/3623.3,1411.3/1251.8/1364.9,3541.3,1341,-1.4004,8884.1,24327,14.107,1.7095e-45,1,3.4189e-45,1.3466e-44,False
NUP98-5,NUP98,3165/3141.5/3326.1,1184.4/1015.1/1192.5,3209.8,1127.6,-1.5084,10099,21800,14.103,1.829e-45,1,3.6581e-45,1.4349e-44,False
POLR2D-6,POLR2D,3430.2/3603.2/3633.4,1287.9/1401.5/1366.8,3554.5,1351.3,-1.3947,12027,24428,14.096,1.9968e-45,1,3.9936e-45,1.5601e-44,False
COPB1-10,COPB1,2493.9/2045.4/2067.8,378.27/484.44/728.2,2193.1,511.02,-2.0993,64003,14254,14.089,2.2238e-45,1,4.4476e-45,1.7304e-44,False
COPS6-6,COPS6,2865.3/2873.7/2871.5,953.79/854.23/943,2870.2,915.9,-1.6468,18.697,19243,14.088,2.2437e-45,1,4.4875e-45,1.7389e-44,False
RPL36-2,RPL36,3244.5/2938.3/3129.8,886.24/1204.6/1119.3,3101.6,1061.2,-1.5465,23934,20982,14.087,2.2948e-45,1,4.5897e-45,1.7713e-44,False
NUP93-11,NUP93,1881.2/1792.4/1906.2,287.31/456.7/282.23,1859.3,333.32,-2.4762,3579.6,11857,14.013,6.4473e-45,1,1.2895e-44,4.9567e-44,False
COPS4-8,COPS4,3593.9/3242.1/3347.7,1114.1/1165.8/1561.4,3391.4,1265.8,-1.4212,32598,23181,13.961,1.3422e-44,1,2.6843e-44,1.0277e-43,False
NUP205-7,NUP205,5155.3/5098.2/5210.6,2607.4/2399.1/2417.7,5154.5,2473,-1.0593,3160.3,36993,13.942,1.7596e-44,1,3.5192e-44,1.342e-43,False
PSMC2-13,PSMC2,4370.3/4393.6/4379.4,1737.4/2282.6/1820.5,4381.1,1932.7,-1.1802,138,30851,13.939,1.8234e-44,1,3.6469e-44,1.3852e-43,False
SPATA16-8,SPATA16,7610.9/7664.4/7833.9,11410/10603/11171,7702.5,11056,0.52143,13560,57949,13.932,1,2.0111e-44,4.0222e-44,1.5218e-43,True
TAAR8-10,TAAR8,5430.1/5717.8/5354.9,8293.2/8758.7/7792.5,5498.7,8272,0.58906,36693,39763,13.908,1,2.8401e-44,5.6802e-44,2.1407e-43,True
PSMD1-2,PSMD1,5765.2/6142.6/6404,3131.6/3273.6/3078.5,6098.2,3160.2,-0.94817,103190,44636,13.906,2.8958e-44,1,5.7917e-44,2.1741e-43,False
PSMB3-1,PSMB3,6028.4/6555.3/6311.6,2894.7/3661/3411.7,6294.8,3306.7,-0.92856,69557,46247,13.895,3.4103e-44,1,6.8206e-44,2.5504e-43,False
RPS9-3,RPS9,2628.9/2714.8/2555.5,706.11/700.77/1018.1,2632.3,795.7,-1.7247,6360.1,17472,13.894,3.4292e-44,1,6.8583e-44,2.5546e-43,False
COPS6-8,COPS6,4695.8/4375.1/5339,2178.7/2412.9/2126.8,4786.9,2236.1,-1.0978,241350,34059,13.822,9.4169e-44,1,1.8834e-43,6.9881e-43,False
ADH7-10,ADH7,4184.6/4618.9/4826.8,7935.6/6552.8/6612.5,4535.4,7005.8,0.62721,107480,32067,13.796,1,1.3521e-43,2.7041e-43,9.9949e-43,True
DEFB129-3,DEFB129,9584/9064.2/8728.6,13560/11126/13750,9118.9,12754,0.48396,185830,69986,13.74,1,2.9144e-43,5.8289e-43,2.1462e-42,True
COPS6-2,COPS6,2809.8/2883.8/2822.5,768.26/1039.1/1063.4,2838.5,946.87,-1.5829,1567.1,19006,13.721,3.7833e-43,1,7.5666e-43,2.7754e-42,False
DEFB129-4,DEFB129,7161/6962.6/6813.8,11439/10255/8736.5,6977.6,10082,0.53091,30347,51888,13.628,1,1.3594e-42,2.7188e-42,9.9345e-42,True
RPL34-4,RPL34,1718.4/1649.2/1785,341.35/250.54/323.64,1716.6,302.49,-2.5007,4608.7,10848,13.577,2.7227e-42,1,5.4454e-42,1.9822e-41,False
FAM71B-1,FAM71B,4646/4743.6/5476.1,8111.3/7347/7051.8,4941.8,7490.3,0.59988,206130,35292,13.566,1,3.2003e-42,6.4007e-42,2.3212e-41,True
RPL27-4,RPL27,5628.3/5599.6/6090.8,8054.5/8673.6/8934.9,5768.6,8546.3,0.567,76045,41949,13.562,1,3.3672e-42,6.7345e-42,2.433e-41,True
COPS2-10,COPS2,4184.6/3822/4043.2,1543.7/1907.2/1824.3,4013.8,1751.3,-1.1961,33405,27978,13.527,5.4532e-42,1,1.0906e-41,3.9255e-41,False
PSMD1-8,PSMD1,2992.7/2581.9/2725.8,1087.1/683.2/1078.8,2761.6,928.8,-1.571,43489,18432,13.5,7.8382e-42,1,1.5676e-41,5.6213e-41,False
OR52E8-7,OR52E8,6679.4/7018.9/6877.2,10208/9769.1/9715.1,6857.1,9895,0.52903,29075,50888,13.467,1,1.2267e-41,2.4534e-41,8.7648e-41,True
COPS8-7,COPS8,4790.6/5140.7/5378,7292.6/8197.5/7484.3,5097.3,7648.4,0.58532,87374,36535,13.347,1,6.1994e-41,1.2399e-40,4.4131e-40,True
POU4F2-7,POU4F2,2553.2/2505.2/2777.7,4260.1/4335.9/4500.2,2609.4,4364.2,0.74178,21171,17303,13.341,1,6.7208e-41,1.3442e-40,4.7666e-40,True
ABCG8-7,ABCG8,4985.9/4811/4747.4,7428.6/7100.1/7446.7,4847.1,7323.4,0.5953,15250,34537,13.325,1,8.2858e-41,1.6572e-40,5.8549e-40,True
PSMC1-1,PSMC1,4602.9/4507.2/4829.7,2408.3/2045/2288.6,4644.6,2242.1,-1.0504,27432,32930,13.239,2.5999e-40,1,5.1998e-40,1.8304e-39,False
TAS2R9-10,TAS2R9,4775.3/5162.8/5043.2,7561/7253.6/7656.7,4991.1,7488.4,0.58521,39396,35686,13.22,1,3.369e-40,6.738e-40,2.3632e-39,True
COPZ1-3,COPZ1,1442.7/1747.1/1545.4,360.26/202.46/247.55,1573.4,262.35,-2.5798,24015,9844.6,13.214,3.644e-40,1,7.2881e-40,2.5469e-39,False
NUP98-4,NUP98,8862.2/8787.2/8453,11751/11968/12591,8699,12098,0.47581,47467,66392,13.192,1,4.8943e-40,9.7885e-40,3.4082e-39,True
TRIM42-9,TRIM42,3871.5/4146.1/4356.4,5902/7026.2/6193.5,4119.9,6356.5,0.62551,59148,28804,13.179,1,5.8298e-40,1.166e-39,4.0451e-39,True
NUP133-4,NUP133,3340.2/3762.9/3581.5,5186.9/6669.3/5103.2,3557.3,5609.7,0.657,45001,24450,13.126,1,1.1687e-39,2.3374e-39,8.08e-39,True
NUP133-9,NUP133,3852.4/3507.1/3323.2,5713.7/5538.7/5510.6,3554.2,5587,0.65238,72244,24426,13.006,1,5.6423e-39,1.1285e-38,3.8869e-38,True
OR52E8-9,OR52E8,6360.6/5860.9/5607.4,9003.8/8693/8227.9,5934.8,8635.7,0.54102,146980,43303,12.979,1,8.0626e-39,1.6125e-38,5.5344e-38,True
TRIM42-10,TRIM42,5208.9/5612.5/5160.1,7359.2/8353.7/7878.2,5323.4,7853.2,0.56085,61680,38349,12.918,1,1.7711e-38,3.5422e-38,1.2114e-37,True
FAM71B-5,FAM71B,4483.3/4069.5/4337.6,6521.6/6625.9/6445.9,4293.3,6530.7,0.60503,44069,30162,12.883,1,2.811e-38,5.6219e-38,1.9158e-37,True
RPS19-9,RPS19,1784.5/1660.3/1701.3,422.41/347.61/366.03,1714.6,377.38,-2.1808,4005.8,10834,12.847,4.4536e-38,1,8.9071e-38,3.0247e-37,False
TAAR8-7,TAAR8,8051.3/7729.9/8106.7,11888/10696/10778,7960.9,11108,0.48053,41388,60127,12.834,1,5.2822e-38,1.0564e-37,3.5748e-37,True
NLRP5-6,NLRP5,5236.7/5687.3/5770.5,8645.4/7579.9/8159.5,5559.8,8116.5,0.54575,82522,40257,12.743,1,1.7087e-37,3.4174e-37,1.1523e-36,True
TAS2R9-4,TAS2R9,5361.2/5450/5438.6,8243.7/7901.7/7662.5,5416.4,7932.4,0.55032,2337,39099,12.724,1,2.1824e-37,4.3647e-37,1.4666e-36,True
NPHS2-8,NPHS2,9275.8/9026.4/9603,12295/13318/12489,9298.7,12693,0.4489,83651,71531,12.691,1,3.2974e-37,6.5949e-37,2.2082e-36,True
POLR2F-8,POLR2F,7623.4/8396.6/7559.8,4474.4/5130/4712.1,7850.9,4764.6,-0.72039,217170,59199,12.685,3.5858e-37,1,7.1717e-37,2.393e-36,False
DEFB129-8,DEFB129,6527.2/6488.8/6766.1,8297.7/10428/9542.7,6592.9,9381.7,0.50886,22578,48702,12.637,1,6.6133e-37,1.3227e-36,4.3982e-36,True
COPS8-9,COPS8,5180.2/5231.2/5424.2,2782.1/2660.7/3039,5277.5,2822.9,-0.90242,16562,37980,12.595,1.1268e-36,1,2.2536e-36,7.4681e-36,False
PSMB2-22,PSMB2,6649.7/6931.2/6112.5,3589.1/3666.6/4157.3,6555.6,3796.2,-0.78799,173140,48393,12.543,2.1628e-36,1,4.3256e-36,1.4285e-35,False
TAS2R13-8,TAS2R13,7395.5/6651.4/7144.2,9462.3/10011/10308,7056.9,9921.1,0.49142,143370,52547,12.495,1,3.973e-36,7.946e-36,2.6151e-35,True
LUZP4-3,LUZP4,3903.1/3612.4/3754.6,5503.9/6004.6/5791.9,3754.8,5763.1,0.61796,21136,25970,12.462,1,6.02e-36,1.204e-35,3.949e-35,True
TRIM42-2,TRIM42,8035/7344.8/7466,10147/11441/10220,7609.4,10586,0.47627,135860,57167,12.45,1,6.9867e-36,1.3973e-35,4.5675e-35,True
PSMD1-9,PSMD1,6296.5/5752/5894.6,3357.6/3629.6/3170,5976.6,3380.5,-0.82191,79758,43643,12.427,9.3278e-36,1,1.8656e-35,6.0773e-35,False
OC90-10,OC90,2681.5/2610.5/2565.6,4631.2/3564.9/4669.7,2618.8,4256.1,0.70041,3416.2,17372,12.422,1,9.9165e-36,1.9833e-35,6.439e-35,True
NUP98-2,NUP98,3692.5/3375.1/3757.5,1869.8/1634.5/1514.2,3604.4,1666.4,-1.1126,41896,24812,12.303,4.3406e-35,1,8.6812e-35,2.809e-34,False
PSMD11-1,PSMD11,2118.6/2618.8/2132.7,880.84/627.73/857.27,2278.8,779.7,-1.546,81303,14876,12.291,5.0913e-35,1,1.0183e-34,3.2837e-34,False
VN1R2-8,VN1R2,5462.6/5237.6/5712.8,7089/8608.9/8108.4,5467.6,7909.7,0.53263,56512,39511,12.286,1,5.4058e-35,1.0812e-34,3.4749e-34,True
VN1R2-4,VN1R2,5748.9/6221.1/6356.3,9014.6/8178.1/8915.6,6103.1,8694.6,0.51051,101760,44677,12.261,1,7.3683e-35,1.4737e-34,4.7206e-34,True
CYP7A1-7,CYP7A1,8130.8/8593.3/8327.4,11168/11862/11282,8348.4,11434,0.45366,53893,63408,12.252,1,8.1927e-35,1.6385e-34,5.2314e-34,True
SAGE1-2,SAGE1,5571.8/5672.5/5072.1,7816.8/7977.5/7782.9,5432.3,7858.6,0.53262,103460,39227,12.25,1,8.3796e-35,1.6759e-34,5.333e-34,True
PSMD11-6,PSMD11,3155.4/3343.7/3233.7,1200.6/1638.2/1494.9,3243.4,1432.6,-1.1783,8946,22054,12.193,1.6923e-34,1,3.3846e-34,1.0735e-33,False
PLA2G2E-4,PLA2G2E,4702.5/5503.6/5321.7,7213.3/8260.4/7033.5,5164.3,7483.4,0.53506,176570,37071,12.045,1,1.0265e-33,2.053e-33,6.4898e-33,True
POLR2A-3,POLR2A,5013.6/4652.2/4171.7,6133.4/6713.7/7522.8,4599.4,6766.3,0.5568,178670,32573,12.006,1,1.6556e-33,3.3113e-33,1.0433e-32,True
RPL30-5,RPL30,2890.2/2767.5/2637.8,1024/1283.2/1113.5,2763.2,1135.3,-1.2826,15944,18444,11.987,2.0769e-33,1,4.1538e-33,1.3045e-32,False
RPL18A-3,RPL18A,4910.2/4907/4792.1,2799.2/2443.4/2685.5,4869.5,2638.5,-0.88381,4526.4,34716,11.974,2.4319e-33,1,4.8639e-33,1.5225e-32,False
TRIM42-1,TRIM42,7240.4/7418.7/7375.1,10123/9819.1/10517,7344.3,10149,0.46662,8637.7,54946,11.966,1,2.6726e-33,5.3452e-33,1.6678e-32,True
HTR3D-6,HTR3D,3028.1/3160.9/3432.9,5385/4286.9/5258.2,3202.9,4951.3,0.62828,42602,21748,11.856,1,9.9881e-33,1.9976e-32,6.2126e-32,True
OLIG2-1,OLIG2,3116.2/2870/2505,4596.9/3988.3/4794,2819.1,4446.1,0.65715,94745,18861,11.848,1,1.1063e-32,2.2126e-32,6.8591e-32,True
RPS9-5,RPS9,4860.5/4985.5/5310.2,7134.1/6817.2/7960.1,5048.5,7288.2,0.52961,53899,36145,11.781,1,2.4592e-32,4.9184e-32,1.5198e-31,True
IL1F10-8,IL1F10,4097.5/4297.6/4352,5918.2/5859.5/7119.2,4247.6,6273.2,0.56246,17974,29803,11.734,1,4.2831e-32,8.5662e-32,2.6385e-31,True
PSMD6-10,PSMD6,5693.4/6065.9/4904.7,3082/3215.4/3305.8,5533,3199.7,-0.78991,352240,40040,11.66,1.0162e-31,1,2.0325e-31,6.2403e-31,False
PSMC4-7,PSMC4,4207.5/4384.4/3816.7,1913/2498/2096,4129.3,2155.6,-0.9375,84458,28878,11.615,1.7388e-31,1,3.4776e-31,1.0643e-30,False
OLIG2-8,OLIG2,5808.2/6461.1/5760.4,7920.3/8642.2/8753.8,6001.6,8430.5,0.4902,153380,43847,11.6,1,2.0719e-31,4.1437e-31,1.2642e-30,True
PSMD1-21,PSMD1,2639.4/2827.5/2460.3,1055.6/1222.2/1045.1,2638.1,1104.7,-1.2551,33746,17515,11.586,2.4172e-31,1,4.8343e-31,1.4702e-30,False
TAS2R9-7,TAS2R9,2908.4/2574.5/2692.6,4249.3/4641/3978.1,2721.7,4280.9,0.65321,28693,18135,11.578,1,2.6621e-31,5.3242e-31,1.6141e-30,True
RPL11-4,RPL11,6576/6393.7/6383.7,4202.4/3952.2/3695.9,6450.6,3944.8,-0.70935,11718,47528,11.494,7.0679e-31,1,1.4136e-30,4.2718e-30,False
OR52E8-5,OR52E8,7446.3/7054/7289.9,10249/10198/9390.5,7261.6,9938.1,0.45263,39005,54254,11.491,1,7.341e-31,1.4682e-30,4.423e-30,True
RXFP2-8,RXFP2,5087.4/4542.3/4568.5,6955.7/6301.4/7260.8,4726.2,6827.4,0.53056,94566,33577,11.467,1,9.686e-31,1.9372e-30,5.8177e-30,True
RPL18A-5,RPL18A,4241.1/3843.3/4170.2,2130/2123.6/2205.8,4081.1,2152.8,-0.92242,45048,28502,11.422,1.6264e-30,1,3.2528e-30,9.7381e-30,False
VN1R2-9,VN1R2,4872.9/5129.6/5088,7316/7071.5/7149.1,5028.9,7178.1,0.51328,18979,35987,11.33,1,4.6858e-30,9.3717e-30,2.7969e-29,True
TAS2R13-9,TAS2R13,5229/5374.3/5616.1,7420.5/7807.4/7697.1,5404.1,7639.9,0.49942,38236,39e3,11.321,1,5.1398e-30,1.028e-29,3.0584e-29,True
NUP93-6,NUP93,1766.3/1408.2/1535.3,682.69/454.85/285.11,1563.1,445.7,-1.8079,33028,9772.4,11.303,6.3356e-30,1,1.2671e-29,3.7583e-29,False
NUP54-8,NUP54,4866.2/4751.9/4884.5,2455.2/2739.3/3062.1,4833.8,2741,-0.81823,5163.8,34432,11.278,8.3834e-30,1,1.6767e-29,4.9578e-29,False
PSMD7-6,PSMD7,2174.1/1951.2/1984.1,890.75/935.59/496.06,2034.1,744.95,-1.448,14493,13107,11.261,1.025e-29,1,2.05e-29,6.0432e-29,False
CABP5-6,CABP5,7214.6/7470.4/7419.8,10626/9496.4/9928.9,7367.4,10006,0.44163,18358,55139,11.238,1,1.3234e-29,2.6467e-29,7.7783e-29,True
TGM6-2,TGM6,7516.1/7090/7578.5,10393/9685.9/10012,7391.7,10026,0.43972,70713,55341,11.198,1,2.0854e-29,4.1707e-29,1.222e-28,True
KRT9-7,KRT9,4687.2/5350.3/4741.6,8007.7/6220.9/6913.1,4917.4,7009.4,0.51129,135630,35098,11.166,1,2.9837e-29,5.9673e-29,1.743e-28,True
TRIM42-6,TRIM42,3984.5/3599.5/3642.1,5430.9/5855.8/5325.7,3738.1,5532.8,0.56557,44570,25841,11.164,1,3.0527e-29,6.1055e-29,1.778e-28,True
COPS4-10,COPS4,2867.3/2922.6/3125.5,1472.6/1493.1/1237.7,2969.7,1396.1,-1.0884,18492,19989,11.13,4.4711e-29,1,8.9421e-29,2.5962e-28,False
FAM71B-10,FAM71B,5051/5362.3/5002.8,6483.8/7464.4/7945.6,5136.3,7271.9,0.50154,38082,36847,11.126,1,4.6849e-29,9.3697e-29,2.7121e-28,True
OTUD6A-4,OTUD6A,3370.8/3492.4/3598.8,5178.8/5483.2/4957.7,3486.1,5202.1,0.57736,13014,23904,11.099,1,6.3328e-29,1.2666e-28,3.6551e-28,True
RPL6-1,RPL6,1253.2/1205.1/1490.6,271.1/515.87/229.25,1310.6,317.69,-2.0411,23419,8030.8,11.079,7.8931e-29,1,1.5786e-28,4.5421e-28,False
POLR2F-6,POLR2F,6851.7/6978.3/7102.4,4511.4/4232.3/4632.2,6976.7,4455.4,-0.64686,15703,51881,11.069,8.8512e-29,1,1.7702e-28,5.0782e-28,False
OR12D2-8,OR12D2,3401.5/3424/3649.3,5440.8/4844.4/5334.3,3489.8,5199.9,0.57519,18785,23933,11.054,1,1.0495e-28,2.099e-28,6.0035e-28,True
RPL36-7,RPL36,3682/3384.3/3341.9,1582.4/1715.9/2036.3,3466.2,1768.3,-0.97061,34349,23752,11.017,1.582e-28,1,3.1641e-28,9.0228e-28,False
LHX5-2,LHX5,4382.7/4436.1/4666.6,6690.9/5947.3/6761.8,4493.5,6455.9,0.52269,22764,31736,11.016,1,1.6021e-28,3.2043e-28,9.1104e-28,True
VN1R2-2,VN1R2,5138.1/4601.4/5002.8,6696.3/7163/7050.8,4908.7,6967.2,0.50514,77961,35028,10.999,1,1.9424e-28,3.8848e-28,1.1013e-27,True
FAM71B-6,FAM71B,10797/10005/10427,13027/14075/13500,10405,13527,0.3786,156990,81111,10.964,1,2.8434e-28,5.6869e-28,1.6074e-27,True
COPB1-9,COPB1,6950.4/7184.2/7396.7,9424.4/9294.9/10379,7174.8,9687.6,0.43315,49858,53529,10.861,1,8.8598e-28,1.772e-27,4.9937e-27,True
PSMD1-7,PSMD1,4265/4080.6/3988.4,2398.4/2508.2/1948.6,4109.7,2271.6,-0.85504,19838,28725,10.845,1.0504e-27,1,2.1008e-27,5.903e-27,False
RPL6-2,RPL6,10888/11509/11234,7402.5/9208.9/7475.6,11207,7987.5,-0.48855,96717,88139,10.845,1.0546e-27,1,2.1091e-27,5.9092e-27,False
