gene,sgRNA,B1,B2,B3,A1,A2,A3
PSMA3,PSMA3-11,4360,4643,2667,291,307,569
NUP54,NUP54-11,5021,5278,3177,1112,1560,1392
RPS19,RPS19-5,4327,4371,3073,727,783,910
RPS19,RPS19-7,2662,2769,1935,121,378,340
POLR2A,POLR2A-7,2919,3051,1702,139,124,98
NUP98,NUP98-14,4593,4879,3415,6507,7386,6728
POLR2A,POLR2A-1,5380,5528,3518,3519,3601,2897
COPS4,COPS4-2,4540,4582,2976,1601,1010,1385
RPL5,RPL5-3,3587,3956,2102,376,537,451
RPL3,RPL3-4,3042,2992,2015,654,837,625
PSMC2,PSMC2-3,6681,6833,4611,3074,3481,3801
NUP205,NUP205-1,4988,5128,2988,1998,2113,1685
RPS9,RPS9-7,3668,3878,2084,563,878,556
PSMC4,PSMC4-6,2820,2835,1889,725,719,579
RPL11,RPL11-10,4613,4389,2529,1239,800,1140
COPZ1,COPZ1-4,2874,3086,1725,367,429,280
RPS19,RPS19-6,8660,8732,5522,4710,4676,3888
COPB1,COPB1-2,4574,4489,2826,1580,1392,1136
NUP205,NUP205-2,6443,6097,3884,2695,2454,3053
