gene,fdr,stat
A1BG,0.9999999999985838,0.6841242618037338
A1CF,0.9999999999985838,0.9298190185780275
A2M,0.9999999999985838,0.5775754407286608
A2ML1,0.2833952972078041,0.04187245954663521
A3GALT2,0.9999999999985838,0.9716238775100217
A4GALT,0.9999999999985838,0.9941360065754544
A4GNT,0.9999999999985838,0.5324990919701642
AAAS,0.9999999999985838,0.33576949196567796
AACS,0.9999999999985838,0.49391848020242457
AADAC,0.9708472899015915,0.24327122750272945
AADACL2,0.9999999999985838,0.36853576491491347
AADACL3,0.9999999999985838,0.6710794300642006
AADACL4,0.9999999999985838,0.8307621066193112
AADAT,0.9999999999985838,0.9800491382061166
AAED1,0.9999999999985838,0.5328224635527318
AAGAB,0.9103568806440151,0.21626889559324702
AAK1,0.3895396959280858,0.06267119578186908
AAMDC,0.9999999999985838,0.7794447475830314
AAMP,0.0011976523010189617,8.296403738550229e-5
AANAT,0.9999999999985838,0.5941332711591035
AAR2,0.9999999999985838,0.6807976124996631
AARD,0.9999999999985838,0.9902117440527768
AARS,2.9896289397440253e-5,8.734620393635595e-7
AARS2,1.0726804254544739e-5,2.222473962643079e-7
AARSD1,0.9999999999985838,0.661580850867731
AASDH,0.9999999999985838,0.7184677065743188
AASDHPPT,0.00030304921223782113,1.617277227450309e-5
AASS,0.26602212504768485,0.03838580972611361
AATF,9.230456123660651e-5,3.853871180181656e-6
AATK,0.9999999999985838,0.34532457508808934
ABAT,0.9999999999985838,0.9844838535382204
ABCA1,0.9999999999985838,0.6564222307741913
ABCA10,0.9999999999985838,0.5033618860487657
ABCA12,0.9999999999985838,0.9614644990308547
ABCA13,0.9999999999985838,0.5880240803934035
ABCA2,0.9999999999985838,0.9836787105968048
ABCA3,0.9999999999985838,0.6917330591390984
ABCA4,0.9999999999985838,0.7663548917901247
ABCA5,0.9999999999985838,0.37096915030732225
ABCA6,0.9999999999985838,0.9884643548330475
ABCA7,0.9999999999985838,0.9528132109177341
ABCA8,0.9999999999985838,0.7065585188915304
ABCA9,0.9999999999985838,0.6816123564521221
ABCB1,0.9999999999985838,0.8654390887741561
ABCB10,0.9999999999985838,0.9794435126382428
ABCB11,0.9999999999985838,0.6409307854417547
ABCB4,0.9999999999985838,0.31635065867723555
ABCB5,0.9999999999985838,0.9871590365700232
ABCB6,0.9999999999985838,0.9342516417209408
ABCB7,9.96322864836485e-6,2.0225672137108575e-7
ABCB8,0.9999999999985838,0.862251496598461
ABCB9,0.9999999999985838,0.3675804850008493
ABCC1,0.9999999999985838,0.8715424685606372
ABCC10,0.9999999999985838,0.6142834409910203
ABCC11,0.9999999999985838,0.6948792815856023
ABCC12,0.9999999999985838,0.3240993665354185
ABCC2,0.9999999999985838,0.5064891863570374
ABCC3,0.9999999999985838,0.73548264705382
ABCC4,0.9999999999985838,0.9949224969110431
ABCC5,0.9999999999985838,0.8320896954090562
ABCC6,0.9999999999985838,0.5976979325935202
ABCC8,0.9999999999985838,0.9997091470230606
ABCC9,0.9999999999985838,0.9996564599889226
ABCD1,0.9999999999985838,0.5858348184781794
ABCD2,0.9999999999985838,0.36534015644453144
ABCD3,0.9999999999985838,0.3693573407619666
ABCD4,0.9999999999985838,0.9556194929191731
ABCE1,7.2277751169560685e-6,1.3802845799659735e-7
ABCF1,5.758709940778659e-5,2.087995599309167e-6
ABCF2,0.9999999999985838,0.9088021481442655
ABCF3,0.9999999999985838,0.9733414894919638
ABCG1,0.9999999999985838,0.9509050950803484
ABCG2,0.9999999999985838,0.6460623558549261
ABCG4,0.9999999999985838,0.999352073415114
ABCG5,0.9393734922848382,0.22786275653260946
ABCG8,0.9999999999985838,0.854265726654439
ABHD1,0.9999999999985838,0.9363856112404154
ABHD10,0.9999999999985838,0.9966283137079264
ABHD11,5.51891485571776e-5,1.9664003645392114e-6
ABHD12,0.9999999999985838,0.9999946740900614
ABHD12B,0.9999999999985838,0.8680949435886057
ABHD13,0.9999999999985838,0.9014963809741796
ABHD14A,0.9999999999985838,0.8351233847569859
ABHD14B,0.9999999999985838,0.8991092568896005
ABHD15,0.9999999999985838,0.6065623996112274
ABHD16A,0.9999999999985838,0.67024453197598155
ABHD16B,0.9999999999985838,0.8416999773094334
ABHD17A,8.245337891025688e-4,5.310527360358197e-5
ABHD17B,0.9999999999985838,0.9858089137040663
ABHD17C,0.9999999999985838,0.940029453813152
ABHD18,0.9999999999985838,0.6563117091094961
ABHD2,0.9999999999985838,0.9674863145817404
ABHD3,0.9999999999985838,0.6026903368081694
ABHD4,0.9999999999985838,0.8538475421532556
ABHD5,0.9999999999985838,0.5808843169535645
ABHD6,0.5104237327654835,0.08938357314739043
ABHD8,0.9999999999985838,0.35664441443536576
ABI1,0.9999999999985838,0.8044002725570768
ABI2,0.851285273926688,0.19423717258380613
ABI3,0.9999999999985838,0.9961663272568927
ABI3BP,0.9999999999985838,0.8715368900323189
ABL1,0.9999999999985838,0.500168894640576
ABL2,0.7987955191121692,0.17415271951762723
ABLIM1,0.9999999999985838,0.8436477920100812
ABLIM2,0.9448427532557786,0.22996957506126103
ABLIM3,0.9999999999985838,0.9840232655171711
ABO,0.9999999999985838,0.9087789320251315
ABR,0.9999999999985838,0.9541827002795884
ABRA,0.9999999999985838,0.7643341023276783
ABRACL,0.9999999999985838,0.885237124309401
ABRAXAS1,0.5980665894839182,0.1118969352793644
ABRAXAS2,0.9999999999985838,0.998095029410304
ABT1,1.8941429436703403e-4,9.434542365793774e-6
ABTB1,0.9999999999985838,0.5834751482544682
ABTB2,0.9999999999985838,0.8822119216865943
