gene,fdr
ANHX,0.522206181027629
ANK1,0.9999999999985838
ANK2,0.9999999999985838
ANK3,0.9999999999985838
ANKAR,0.9999999999985838
ANKDD1A,0.9999999999985838
ANKDD1B,0.9999999999985838
ANKEF1,0.974001560646629
ANKFN1,0.5696729865319623
ANKFY1,0.9999999999985838
ANKH,0.9999999999985838
ANKHD1,0.9999999999985838
ANKHD1-EIF4EBP3,0.9999999999985838
ANKIB1,0.9999999999985838
ANKK1,0.5759153536257492
ANKLE1,0.9999999999985838
ANKLE2,1.5036791421383606e-4
ANKMY1,0.9999999999985838
ANKMY2,0.9999999999985838
ANKRA2,0.6402683883528788
ANKRD1,0.9999999999985838
ANKRD10,0.8726664688268305
ANKRD11,0.074180055188107
ANKRD12,0.9999999999985838
ANKRD13A,0.9999999999985838
ANKRD13B,0.9999999999985838
ANKRD13C,0.9999999999985838
ANKRD13D,0.5203772789099871
ANKRD16,0.9999999999985838
ANKRD17,0.8631033128653343
ANKRD18A,0.9999999999985838
ANKRD18B,0.9999999999985838
ANKRD2,0.9999999999985838
ANKRD20A1,3.1697756869501824e-4
ANKRD20A2,0.027045784301430627
ANKRD20A3,0.009437592892761993
ANKRD20A4,5.280302035042452e-4
ANKRD22,0.9999999999985838
ANKRD23,0.9999999999985838
ANKRD24,0.9999999999985838
ANKRD26,0.9999999999985838
ANKRD27,0.9999999999985838
ANKRD28,0.9999999999985838
ANKRD30A,0.5841630414372557
ANKRD30B,0.7005121751099584
ANKRD31,0.20508470831370343
ANKRD33,0.9999999999985838
ANKRD33B,0.9999999999985838
ANKRD34A,0.9999999999985838
ANKRD34B,0.9999999999985838
ANKRD34C,0.9999999999985838
ANKRD35,0.6879223910049846
ANKRD36,0.9999999999985838
ANKRD36B,0.9999999999985838
ANKRD37,0.9999999999985838
ANKRD39,0.9999999999985838
ANKRD40,0.9999999999985838
ANKRD42,0.9999999999985838
ANKRD44,0.9999999999985838
ANKRD45,0.9999999999985838
ANKRD46,0.4916299755825794
ANKRD49,6.286604139883734e-4
ANKRD50,0.9999999999985838
ANKRD52,0.9999999999985838
ANKRD53,0.4873237072900122
ANKRD54,0.9999999999985838
ANKRD55,0.9999999999985838
ANKRD6,0.766007570336845
ANKRD60,0.9999999999985838
ANKRD61,0.9999999999985838
ANKRD62,0.9999999999985838
ANKRD63,0.9999999999985838
ANKRD65,0.9999999999985838
ANKRD66,0.9999999999985838
ANKRD7,0.9999999999985838
ANKRD9,0.9999999999985838
ANKS1A,0.9999999999985838
ANKS1B,0.9999999999985838
ANKS3,0.9999999999985838
ANKS4B,0.9999999999985838
ANKS6,0.9999999999985838
ANKUB1,0.9999999999985838
ANKZF1,0.9999999999985838
ANLN,0.22046481075355892
ANO1,0.9999999999985838
ANO10,0.9999999999985838
ANO2,0.9999999999985838
ANO3,0.9999999999985838
ANO4,0.9999999999985838
ANO5,0.9999999999985838
ANO6,0.9999999999985838
ANO7,0.9999999999985838
ANO8,0.9999999999985838
ANO9,0.9999999999985838
ANOS1,0.9999999999985838
ANP32A,0.48299145453074793
ANP32B,0.9999999999985838
ANP32C,0.9999999999985838
ANP32D,0.9999999999985838
ANP32E,0.2213280881312465
ANPEP,0.9999999999985838
ANTXR1,0.9999999999985838
ANTXR2,0.9999999999985838
ANTXRL,0.9999999999985838
ANXA1,0.9999999999985838
ANXA10,0.9999999999985838
ANXA11,0.9999999999985838
ANXA13,0.9999999999985838
ANXA2,0.9999999999985838
ANXA2R,0.9999999999985838
ANXA3,0.9999999999985838
ANXA4,0.9999999999985838
ANXA5,0.9999999999985838
ANXA6,0.9999999999985838
ANXA7,0.9999999999985838
ANXA8,0.9999999999985838
ANXA8L1,0.8626181205831684
ANXA9,0.43272672737268725
AOAH,0.9999999999985838
AOC1,0.9999999999985838
AOC2,0.9999999999985838
AOC3,0.9999999999985838
AOX1,0.9999999999985838
AP1AR,0.9999999999985838
AP1B1,0.9999999999985838
AP1G1,0.9999999999985838
AP1G2,0.9999999999985838
